County,Year,State,Region,Economic Type,Urban or Rural,% Children in Poverty,% Excessive Drinking,High School Graduation Rate,Hospital Overuse,% Low Birth Weight,Median Family Income,Mentally Unhealthy Days,% Receiving Diabetes Monitoring,Teen Birth Rate,% Unemployed
Andrews,2016-01-01,Texas,South,Mining,Rural,14,19,92,56,8,80703,2.9,79,88,2.9
Angelina,2016-01-01,Texas,South,Nonspecialized,Rural,26,15,90,69,9,50864,3.4,83,64,5.2
Aransas,2016-01-01,Texas,South,Recreation,Urban,32,15,90,43,9,56061,3.3,90,65,5.5
Archer,2016-01-01,Texas,South,Mining,Urban,14,19,96,43,8,77218,2.9,84,31,4.5
Armstrong,2016-01-01,Texas,South,Farming,Urban,16,18,,,9,79766,2.8,79,58,3.2
Atascosa,2016-01-01,Texas,South,Mining,Urban,24,17,91,62,9,58459,3.2,84,63,4.9
Austin,2016-01-01,Texas,South,Maufacturing,Urban,18,17,96,63,7,71293,2.9,85,42,4.7
Bailey,2016-01-01,Texas,South,Farming,Rural,30,14,98,90,8,44041,3.7,82,95,5.1
Bandera,2016-01-01,Texas,South,Recreation,Urban,24,16,92,51,9,67840,2.9,81,30,4.7
Bastrop,2016-01-01,Texas,South,Nonspecialized,Urban,22,16,90,66,7,67559,3.1,83,48,4.8
Baylor,2016-01-01,Texas,South,Nonspecialized,Rural,29,15,,90,10,54375,3.3,78,59,4.3
Bee,2016-01-01,Texas,South,Federal/State Government,Rural,30,19,88,104,10,47234,3.2,78,72,5.7
Bell,2016-01-01,Texas,South,Nonspecialized,Urban,21,18,87,49,9,59365,3.2,85,60,5.8
Bexar,2016-01-01,Texas,South,Nonspecialized,Urban,26,18,87,44,9,61285,3.1,83,52,4.6
Blanco,2016-01-01,Texas,South,Recreation,Rural,20,16,97,30,7,68548,2.9,89,30,3.7
Borden,2016-01-01,Texas,South,Farming,Rural,14,19,,,,85417,2.6,,,3
Bosque,2016-01-01,Texas,South,Farming,Rural,24,16,92,46,7,55011,3.2,86,42,5.2
Bowie,2016-01-01,Texas,South,Federal/State Government,Urban,31,16,94,53,10,51925,3.4,86,64,6.3
Brazoria,2016-01-01,Texas,South,Nonspecialized,Urban,13,18,92,61,8,84251,2.8,83,46,5
Brazos,2016-01-01,Texas,South,Federal/State Government,Urban,25,19,83,53,7,64859,3.5,80,25,3.9
Brewster,2016-01-01,Texas,South,Federal/State Government,Rural,23,16,95,63,9,53011,3.2,75,45,4.7
Briscoe,2016-01-01,Texas,South,Farming,Rural,29,15,,54,13,50984,3.3,85,47,4.3
Brooks,2016-01-01,Texas,South,Federal/State Government,Rural,46,12,83,122,11,29728,3.9,76,124,7.6
Brown,2016-01-01,Texas,South,Nonspecialized,Rural,27,16,94,79,9,53607,3.3,81,50,5.1
Burleson,2016-01-01,Texas,South,Mining,Urban,25,16,91,70,8,62760,3.1,81,50,4.7
Burnet,2016-01-01,Texas,South,Recreation,Rural,24,16,94,57,7,62881,3.2,84,47,4.2
Caldwell,2016-01-01,Texas,South,Nonspecialized,Urban,24,16,94,98,9,54640,3.4,85,53,5.1
Calhoun,2016-01-01,Texas,South,Maufacturing,Rural,26,17,97,95,8,64034,3.1,84,70,4.8
Callahan,2016-01-01,Texas,South,Farming,Urban,23,17,91,51,9,57868,3.2,86,37,4.4
Cameron,2016-01-01,Texas,South,Nonspecialized,Urban,47,13,89,59,8,38551,3.7,85,73,8.3
Camp,2016-01-01,Texas,South,Nonspecialized,Rural,36,15,98,73,7,46143,3.4,87,76,6
Carson,2016-01-01,Texas,South,Maufacturing,Urban,12,19,,48,7,73750,2.8,83,34,3.3
Cass,2016-01-01,Texas,South,Nonspecialized,Rural,30,15,95,74,9,50017,3.3,85,57,7.6
Castro,2016-01-01,Texas,South,Farming,Rural,29,15,95,48,7,45566,3.4,77,82,4
Chambers,2016-01-01,Texas,South,Maufacturing,Urban,12,20,98,87,8,86994,2.9,78,36,5.7
Cherokee,2016-01-01,Texas,South,Nonspecialized,Rural,29,16,95,71,8,49680,3.5,82,72,5.8
Childress,2016-01-01,Texas,South,Federal/State Government,Rural,28,19,88,56,10,51905,3.1,87,94,3.7
Clay,2016-01-01,Texas,South,Mining,Urban,18,17,92,78,8,59583,3,87,37,4.6
Cochran,2016-01-01,Texas,South,Farming,Rural,30,16,,85,9,52800,3.5,68,69,5.1
Coke,2016-01-01,Texas,South,Mining,Rural,22,16,,52,7,60217,3,79,31,4.2
Coleman,2016-01-01,Texas,South,Farming,Rural,36,15,,95,11,47066,3.4,78,77,6
Collin,2016-01-01,Texas,South,Nonspecialized,Urban,9,20,97,52,8,102707,2.5,88,19,4.5
Collingsworth,2016-01-01,Texas,South,Farming,Rural,30,16,,94,7,47109,3.4,82,60,4.1
Colorado,2016-01-01,Texas,South,Nonspecialized,Rural,25,15,95,72,8,56831,3.2,76,49,4.4
Comal,2016-01-01,Texas,South,Recreation,Urban,14,19,94,39,8,81450,2.9,84,39,4.5
Comanche,2016-01-01,Texas,South,Farming,Rural,32,15,93,71,7,46320,3.4,78,64,4.8
Concho,2016-01-01,Texas,South,Farming,Rural,27,20,,95,8,57865,2.7,77,65,3
Cooke,2016-01-01,Texas,South,Mining,Rural,23,18,96,56,7,69052,3.1,77,54,3.8
Coryell,2016-01-01,Texas,South,Federal/State Government,Urban,22,20,94,68,8,57034,3.2,81,44,6
Cottle,2016-01-01,Texas,South,Farming,Rural,32,14,,49,,48021,3.4,70,70,5.7
Crane,2016-01-01,Texas,South,Mining,Rural,12,19,98,107,11,75175,2.9,74,59,3.9
Crockett,2016-01-01,Texas,South,Mining,Rural,19,17,,52,8,56910,2.9,85,92,3.8
Crosby,2016-01-01,Texas,South,Farming,Urban,37,15,,89,9,44306,3.4,82,94,4.6
Culberson,2016-01-01,Texas,South,Federal/State Government,Rural,37,14,,99,9,38977,3.6,92,80,4.1
Dallam,2016-01-01,Texas,South,Nonspecialized,Rural,19,18,87,52,8,51138,3.2,78,102,3
Dallas,2016-01-01,Texas,South,Nonspecialized,Urban,29,17,83,51,8,57561,3.2,86,60,5.4
Dawson,2016-01-01,Texas,South,Nonspecialized,Rural,26,18,91,50,9,53954,3.2,87,91,5
Deaf Smith,2016-01-01,Texas,South,Farming,Rural,28,16,88,46,8,53352,3.4,83,96,3.6
Delta,2016-01-01,Texas,South,Farming,Rural,29,16,,74,9,51250,3.3,82,50,6
Denton,2016-01-01,Texas,South,Nonspecialized,Urban,10,20,86,60,7,94062,2.8,86,24,4.4
DeWitt,2016-01-01,Texas,South,Nonspecialized,Rural,26,17,90,64,8,64765,3.1,76,59,3.8
Dickens,2016-01-01,Texas,South,Farming,Rural,30,17,,95,15,53021,3,88,70,6.3
Dimmit,2016-01-01,Texas,South,Mining,Rural,35,15,78,88,8,40625,3.4,75,80,3.8
Donley,2016-01-01,Texas,South,Farming,Rural,31,17,,24,7,52760,3.2,85,43,4.9
Duval,2016-01-01,Texas,South,Mining,Rural,34,15,91,76,10,40152,3.5,86,76,5.5
Eastland,2016-01-01,Texas,South,Mining,Rural,28,16,90,76,8,43239,3.4,86,49,4.8
Ector,2016-01-01,Texas,South,Mining,Urban,19,19,71,73,10,67601,3.2,77,93,3.4
Edwards,2016-01-01,Texas,South,Federal/State Government,Rural,37,14,,,9,62643,3.2,48,72,4.4
Ellis,2016-01-01,Texas,South,Maufacturing,Urban,17,19,94,60,7,73532,2.9,86,40,4.9
El Paso,2016-01-01,Texas,South,Nonspecialized,Urban,32,18,84,49,9,46907,3.6,80,63,6.5
Erath,2016-01-01,Texas,South,Federal/State Government,Rural,24,19,91,60,7,54934,3.4,84,28,4.2
Falls,2016-01-01,Texas,South,Federal/State Government,Urban,31,15,91,59,10,49967,3.6,81,65,5.6
Fannin,2016-01-01,Texas,South,Federal/State Government,Rural,23,17,93,72,7,56056,3.2,83,51,5.4
Fayette,2016-01-01,Texas,South,Farming,Rural,18,16,94,44,6,64773,3,82,39,3.4
Fisher,2016-01-01,Texas,South,Farming,Rural,23,16,,74,10,53239,3.1,83,46,4.6
Floyd,2016-01-01,Texas,South,Farming,Rural,37,15,,70,10,48340,3.4,89,83,7
Foard,2016-01-01,Texas,South,Farming,Rural,25,16,,104,,54034,3.2,74,40,4.3
Fort Bend,2016-01-01,Texas,South,Nonspecialized,Urban,12,17,92,49,9,101479,2.6,84,22,4.5
Franklin,2016-01-01,Texas,South,Nonspecialized,Rural,26,16,98,137,8,59273,3.1,85,52,5.1
Freestone,2016-01-01,Texas,South,Mining,Rural,23,17,95,63,8,55248,3.1,89,55,5.7
Frio,2016-01-01,Texas,South,Mining,Rural,32,17,83,82,11,42892,3.4,88,92,3.5
Gaines,2016-01-01,Texas,South,Mining,Rural,19,19,92,98,6,62328,3.1,75,69,3.2
Galveston,2016-01-01,Texas,South,Federal/State Government,Urban,20,17,91,63,9,79973,2.9,84,42,5.5
Garza,2016-01-01,Texas,South,Mining,Rural,29,21,,52,9,54405,2.9,74,77,3.5
Gillespie,2016-01-01,Texas,South,Recreation,Rural,20,15,96,25,7,68743,3,84,43,3.6
Glasscock,2016-01-01,Texas,South,Farming,Rural,12,20,,,,75625,2.6,92,,2.7
Goliad,2016-01-01,Texas,South,Farming,Urban,24,16,98,71,8,63257,3,80,37,4.1
Gonzales,2016-01-01,Texas,South,Farming,Rural,29,15,89,56,9,56107,3.4,84,77,3.9
Gray,2016-01-01,Texas,South,Mining,Rural,18,18,89,61,9,57032,3.1,83,76,4.1
Grayson,2016-01-01,Texas,South,Nonspecialized,Urban,22,17,95,67,8,62177,3.2,83,55,4.8
Gregg,2016-01-01,Texas,South,Mining,Urban,27,17,92,59,9,56240,3.3,84,71,4.8
Grimes,2016-01-01,Texas,South,Maufacturing,Rural,25,17,93,70,8,58326,3.2,84,52,4.8
Guadalupe,2016-01-01,Texas,South,Nonspecialized,Urban,15,19,94,44,8,74149,2.9,82,40,4.3
Hale,2016-01-01,Texas,South,Nonspecialized,Rural,33,16,91,54,10,49993,3.4,85,90,9.4
Hall,2016-01-01,Texas,South,Farming,Rural,39,14,,69,13,33631,3.6,78,71,6.3
Hamilton,2016-01-01,Texas,South,Farming,Rural,26,17,,102,5,57023,3,84,46,4.6
Hansford,2016-01-01,Texas,South,Farming,Rural,18,17,,65,7,52321,3.1,79,54,2.6
Hardeman,2016-01-01,Texas,South,Nonspecialized,Rural,29,14,,160,10,49321,3.7,68,59,5
Hardin,2016-01-01,Texas,South,Nonspecialized,Urban,17,19,96,58,8,68750,3.1,88,53,6.2
Harris,2016-01-01,Texas,South,Mining,Urban,25,18,86,54,9,63720,3.2,82,53,4.9
Harrison,2016-01-01,Texas,South,Mining,Rural,23,17,92,60,9,56376,3.3,85,56,5.5
Hartley,2016-01-01,Texas,South,Farming,Rural,11,20,,,7,70491,2.6,,40,2.6
Haskell,2016-01-01,Texas,South,Farming,Rural,35,17,,67,8,50304,3.2,84,48,4
Hays,2016-01-01,Texas,South,Nonspecialized,Urban,17,21,90,52,8,77069,3.2,84,27,4.2
Hemphill,2016-01-01,Texas,South,Mining,Rural,13,18,,,7,69241,3.1,,66,2.4
Henderson,2016-01-01,Texas,South,Nonspecialized,Rural,31,16,94,88,7,52189,3.4,85,60,5.5
Hidalgo,2016-01-01,Texas,South,Nonspecialized,Urban,46,14,85,61,8,39087,3.5,87,76,8.7
Hill,2016-01-01,Texas,South,Nonspecialized,Rural,32,16,94,75,8,53083,3.4,85,56,5.3
Hockley,2016-01-01,Texas,South,Mining,Rural,21,18,86,63,9,60726,3.1,82,69,3.9
Hood,2016-01-01,Texas,South,Mining,Urban,20,17,92,52,7,68504,3,88,48,4.9
Hopkins,2016-01-01,Texas,South,Nonspecialized,Rural,33,17,92,67,8,54900,3.3,67,53,4.7
Houston,2016-01-01,Texas,South,Federal/State Government,Rural,37,15,93,83,10,45802,3.4,83,56,5.2
Howard,2016-01-01,Texas,South,Mining,Rural,23,19,90,88,11,63354,3,81,82,4.4
Hudspeth,2016-01-01,Texas,South,Federal/State Government,Urban,39,13,,74,11,29405,4,89,71,6.1
Hunt,2016-01-01,Texas,South,Maufacturing,Urban,30,17,93,59,8,58654,3.3,85,51,5.8
Hutchinson,2016-01-01,Texas,South,Mining,Rural,18,19,91,52,10,59530,3.2,83,69,4.4
Irion,2016-01-01,Texas,South,Mining,Urban,14,18,,49,,77250,2.8,88,43,3.7
Jack,2016-01-01,Texas,South,Mining,Rural,19,19,,84,9,60688,3.1,80,56,3.8
Jackson,2016-01-01,Texas,South,Maufacturing,Rural,20,18,95,94,7,68990,3,84,61,3.9
Jasper,2016-01-01,Texas,South,Nonspecialized,Rural,28,16,95,60,10,60507,3.3,83,64,8.1
Jeff Davis,2016-01-01,Texas,South,Federal/State Government,Rural,29,14,,64,,62566,3.1,78,34,3.7
Jefferson,2016-01-01,Texas,South,Nonspecialized,Urban,32,17,90,56,10,56016,3.3,85,53,8.2
Jim Hogg,2016-01-01,Texas,South,Federal/State Government,Rural,33,14,93,111,10,42328,3.4,84,108,5.8
Jim Wells,2016-01-01,Texas,South,Mining,Rural,29,15,79,101,11,53455,3.4,85,80,5.2
Johnson,2016-01-01,Texas,South,Nonspecialized,Urban,19,19,92,77,8,66510,3,84,51,5
Jones,2016-01-01,Texas,South,Federal/State Government,Urban,27,19,,97,8,55406,3.1,75,64,5.4
Karnes,2016-01-01,Texas,South,Federal/State Government,Rural,30,18,92,78,9,58350,3.2,80,76,3.8
Kaufman,2016-01-01,Texas,South,Nonspecialized,Urban,19,19,92,56,8,69321,3,85,46,5.1
Kendall,2016-01-01,Texas,South,Nonspecialized,Urban,12,18,99,34,7,88164,2.9,84,22,4
Kenedy,2016-01-01,Texas,South,Mining,Rural,30,15,,,,42708,3.3,,,2.9
Kent,2016-01-01,Texas,South,Farming,Rural,20,16,,98,,67250,3.1,88,,3.2
Kerr,2016-01-01,Texas,South,Recreation,Rural,29,15,90,35,9,54272,3.2,84,53,4.3
Kimble,2016-01-01,Texas,South,Recreation,Rural,34,15,,74,10,51576,3.1,67,45,3.8
King,2016-01-01,Texas,South,Farming,Rural,17,18,,,,77500,3,,,4.3
Kinney,2016-01-01,Texas,South,Federal/State Government,Rural,25,14,,45,5,40625,3.5,89,64,7.1
Kleberg,2016-01-01,Texas,South,Federal/State Government,Rural,29,17,79,110,9,51809,3.4,86,54,5.4
Knox,2016-01-01,Texas,South,Mining,Rural,33,15,,59,10,53664,3.3,80,61,4.3
Lamar,2016-01-01,Texas,South,Maufacturing,Rural,29,16,92,66,10,50916,3.3,84,67,6.1
Lamb,2016-01-01,Texas,South,Farming,Rural,32,14,90,58,10,50614,3.5,89,95,5.7
Lampasas,2016-01-01,Texas,South,Nonspecialized,Urban,24,17,97,96,6,60830,3.2,83,47,5.6
La Salle,2016-01-01,Texas,South,Mining,Rural,36,17,93,87,9,46400,3.5,89,81,3.1
Lavaca,2016-01-01,Texas,South,Farming,Rural,20,17,94,85,8,56443,3,87,47,3.9
Lee,2016-01-01,Texas,South,Farming,Rural,19,18,96,55,8,66419,3,80,39,4
Leon,2016-01-01,Texas,South,Mining,Rural,21,16,92,61,7,59200,3.2,87,62,5.3
Liberty,2016-01-01,Texas,South,Nonspecialized,Urban,23,18,91,102,8,57633,3.3,80,66,6.9
Limestone,2016-01-01,Texas,South,Federal/State Government,Rural,29,16,90,84,10,47947,3.3,83,67,5.8
Lipscomb,2016-01-01,Texas,South,Mining,Rural,13,19,,82,9,69844,2.9,80,61,3.3
Live Oak,2016-01-01,Texas,South,Mining,Rural,21,17,97,81,7,55615,3,84,45,3.5
Llano,2016-01-01,Texas,South,Recreation,Rural,29,14,93,36,8,58886,3.1,84,66,5.2
Loving,2016-01-01,Texas,South,Federal/State Government,Rural,19,15,,,,79583,3.7,,,5
Lubbock,2016-01-01,Texas,South,Nonspecialized,Urban,21,18,88,52,10,59002,3.2,82,51,3.9
Lynn,2016-01-01,Texas,South,Farming,Urban,28,16,,85,10,49837,3.3,88,57,4.3
McCulloch,2016-01-01,Texas,South,Nonspecialized,Rural,30,15,94,88,9,46250,3.3,79,73,4.3
McLennan,2016-01-01,Texas,South,Nonspecialized,Urban,28,18,90,39,8,56564,3.3,82,47,5.1
McMullen,2016-01-01,Texas,South,Mining,Rural,14,16,,,,59554,3.1,93,,1.7
Madison,2016-01-01,Texas,South,Federal/State Government,Rural,28,18,96,84,7,54250,3.3,80,60,4.9
Marion,2016-01-01,Texas,South,Nonspecialized,Rural,36,15,93,65,8,49423,3.4,83,57,6.3
Martin,2016-01-01,Texas,South,Farming,Urban,17,18,,83,9,78393,3.2,81,76,3.4
Mason,2016-01-01,Texas,South,Mining,Rural,25,16,,42,9,50052,2.9,80,31,4.6
Matagorda,2016-01-01,Texas,South,Nonspecialized,Rural,30,16,91,66,9,49663,3.3,82,61,7.8
Maverick,2016-01-01,Texas,South,Federal/State Government,Rural,36,14,85,78,7,41946,3.9,80,76,10.9
Medina,2016-01-01,Texas,South,Nonspecialized,Urban,22,18,94,67,9,67951,3.1,82,45,4.8
Menard,2016-01-01,Texas,South,Farming,Rural,40,14,,60,,50000,3.2,76,52,4.7
Midland,2016-01-01,Texas,South,Mining,Urban,14,20,81,44,8,85709,2.9,82,70,2.8
Milam,2016-01-01,Texas,South,Farming,Rural,29,15,90,75,9,56605,3.3,82,63,6.2
Mills,2016-01-01,Texas,South,Farming,Rural,26,16,,65,5,56146,3.1,79,43,4.4
Mitchell,2016-01-01,Texas,South,Federal/State Government,Rural,25,20,92,99,8,62429,2.9,77,83,4.5
Montague,2016-01-01,Texas,South,Mining,Rural,22,17,92,91,8,51737,3.1,83,58,3.9
Montgomery,2016-01-01,Texas,South,Nonspecialized,Urban,16,19,92,68,7,82606,2.9,81,38,4.4
Moore,2016-01-01,Texas,South,Maufacturing,Rural,20,16,95,48,7,53819,3.2,88,85,3.5
Morris,2016-01-01,Texas,South,Maufacturing,Rural,30,15,98,72,10,48764,3.3,88,64,7.7
Motley,2016-01-01,Texas,South,Farming,Rural,31,14,,85,,50833,3.4,83,,4.5
Nacogdoches,2016-01-01,Texas,South,Nonspecialized,Rural,29,16,88,68,8,52856,3.5,76,37,5.4
Navarro,2016-01-01,Texas,South,Nonspecialized,Rural,32,16,92,59,8,50364,3.4,84,72,5.2
Newton,2016-01-01,Texas,South,Nonspecialized,Urban,30,17,93,66,10,49806,3.2,79,55,8.2
Nolan,2016-01-01,Texas,South,Nonspecialized,Rural,30,17,90,98,9,51417,3.3,81,89,4.3
Nueces,2016-01-01,Texas,South,Nonspecialized,Urban,23,18,86,63,9,61273,3.3,84,59,5
Ochiltree,2016-01-01,Texas,South,Mining,Rural,15,19,93,96,7,58257,3,71,83,3
Oldham,2016-01-01,Texas,South,Farming,Urban,33,18,,66,11,65938,3.2,94,,3.7
Orange,2016-01-01,Texas,South,Maufacturing,Urban,22,18,91,63,10,62099,3.1,82,56,7.9
Palo Pinto,2016-01-01,Texas,South,Mining,Rural,26,17,90,79,8,51047,3.3,84,72,5.1
Panola,2016-01-01,Texas,South,Mining,Rural,22,17,88,71,8,60449,3,85,53,4.8
Parker,2016-01-01,Texas,South,Nonspecialized,Urban,15,19,95,62,7,80198,2.9,83,40,4.5
Parmer,2016-01-01,Texas,South,Farming,Rural,20,17,92,50,6,53987,3.2,81,52,3.1
Pecos,2016-01-01,Texas,South,Mining,Rural,22,18,87,119,9,68849,3,78,84,4.2
Polk,2016-01-01,Texas,South,Nonspecialized,Rural,31,16,92,61,9,50000,3.3,82,72,6.4
Potter,2016-01-01,Texas,South,Nonspecialized,Urban,30,17,86,49,9,48529,3.4,85,90,3.9
Presidio,2016-01-01,Texas,South,Federal/State Government,Rural,34,13,88,29,7,40057,3.6,84,84,11.6
Rains,2016-01-01,Texas,South,Nonspecialized,Rural,26,17,98,67,7,59688,3.1,80,47,4.9
Randall,2016-01-01,Texas,South,Nonspecialized,Urban,13,19,86,43,8,77923,2.8,86,35,3.4
Reagan,2016-01-01,Texas,South,Mining,Rural,13,18,,,6,72260,3.1,80,79,3.1
Real,2016-01-01,Texas,South,Recreation,Rural,34,14,,45,9,50114,3.3,64,50,6
Red River,2016-01-01,Texas,South,Farming,Rural,31,15,,100,10,42658,3.4,86,58,7.8
Reeves,2016-01-01,Texas,South,Mining,Rural,27,18,96,103,11,57234,3.1,82,100,4.1
Refugio,2016-01-01,Texas,South,Mining,Rural,26,15,,89,8,57017,3.2,85,69,4.3
Roberts,2016-01-01,Texas,South,Nonspecialized,Rural,10,20,,63,,79375,2.6,93,,3.4
Robertson,2016-01-01,Texas,South,Mining,Urban,29,16,89,89,8,56502,3.3,81,68,5.2
Rockwall,2016-01-01,Texas,South,Nonspecialized,Urban,9,19,95,54,7,100184,2.7,89,19,4.5
Runnels,2016-01-01,Texas,South,Farming,Rural,27,15,,65,11,48660,3.4,82,53,4.1
Rusk,2016-01-01,Texas,South,Mining,Urban,23,18,92,79,8,55738,3.1,82,63,4.9
Sabine,2016-01-01,Texas,South,Maufacturing,Rural,30,14,,99,6,40820,3.4,76,59,10.5
San Augustine,2016-01-01,Texas,South,Nonspecialized,Rural,38,13,,89,9,40855,3.7,74,68,9.6
San Jacinto,2016-01-01,Texas,South,Nonspecialized,Rural,30,16,93,101,9,56282,3.2,80,58,5.8
San Patricio,2016-01-01,Texas,South,Nonspecialized,Urban,24,17,91,68,9,57806,3.1,81,66,6.2
San Saba,2016-01-01,Texas,South,Farming,Rural,33,16,,40,7,49063,3.3,77,65,4.6
Schleicher,2016-01-01,Texas,South,Mining,Rural,19,16,,132,8,69773,3.2,84,53,3
Scurry,2016-01-01,Texas,South,Mining,Rural,18,19,90,58,10,66816,3,80,93,3.3
Shackelford,2016-01-01,Texas,South,Mining,Rural,19,17,,54,12,57976,3.1,86,44,2.7
Shelby,2016-01-01,Texas,South,Maufacturing,Rural,32,15,93,78,9,45184,3.5,78,75,5.8
Sherman,2016-01-01,Texas,South,Farming,Rural,17,17,,45,9,62292,3.2,93,43,3.2
Smith,2016-01-01,Texas,South,Nonspecialized,Urban,26,17,93,57,8,60719,3.2,85,48,5.2
Somervell,2016-01-01,Texas,South,Nonspecialized,Urban,20,18,90,79,9,57789,3,85,39,5
Starr,2016-01-01,Texas,South,Nonspecialized,Rural,44,14,92,103,9,29341,4,88,92,13.5
Stephens,2016-01-01,Texas,South,Mining,Rural,32,17,98,101,8,52361,3.3,78,68,4.3
Sterling,2016-01-01,Texas,South,Mining,Rural,18,17,,,,65913,3.3,87,59,2.7
Stonewall,2016-01-01,Texas,South,Mining,Rural,22,14,,136,,76250,3.3,84,,3.9
Sutton,2016-01-01,Texas,South,Mining,Rural,20,18,,84,10,58343,2.9,89,66,3.5
Swisher,2016-01-01,Texas,South,Farming,Rural,29,16,84,87,10,47857,3.4,82,105,6.2
Tarrant,2016-01-01,Texas,South,Nonspecialized,Urban,22,17,88,55,8,71446,3.1,85,47,5
Taylor,2016-01-01,Texas,South,Nonspecialized,Urban,22,17,92,46,9,58158,3.3,79,54,4.2
Terrell,2016-01-01,Texas,South,Federal/State Government,Rural,25,16,,140,,37321,3,,,4.2
Terry,2016-01-01,Texas,South,Mining,Rural,29,17,95,97,10,44544,3.2,81,95,4.4
Throckmorton,2016-01-01,Texas,South,Farming,Rural,21,16,,124,,59643,3.1,100,,3.9
Titus,2016-01-01,Texas,South,Maufacturing,Rural,30,16,97,58,8,49187,3.4,87,74,6.3
Tom Green,2016-01-01,Texas,South,Nonspecialized,Urban,21,18,89,50,8,60213,3.2,87,52,4
Travis,2016-01-01,Texas,South,Federal/State Government,Urban,23,23,87,50,8,81822,2.8,84,41,4
Trinity,2016-01-01,Texas,South,Recreation,Rural,31,14,90,97,9,41771,3.4,73,57,6
Tyler,2016-01-01,Texas,South,Federal/State Government,Rural,26,18,88,87,8,59583,3.1,82,65,8
Upshur,2016-01-01,Texas,South,Nonspecialized,Urban,24,18,96,67,8,59818,3.1,86,50,5.1
Upton,2016-01-01,Texas,South,Mining,Rural,19,17,,80,10,66389,3.2,81,69,3.2
Uvalde,2016-01-01,Texas,South,Nonspecialized,Rural,34,15,80,62,8,47070,3.6,66,79,5.7
Val Verde,2016-01-01,Texas,South,Federal/State Government,Rural,31,16,92,49,7,50678,3.3,81,81,5.7
Van Zandt,2016-01-01,Texas,South,Farming,Rural,23,17,94,62,7,56903,3.2,84,49,5.2
Victoria,2016-01-01,Texas,South,Mining,Urban,24,17,82,69,8,63509,3.1,87,71,4.1
Walker,2016-01-01,Texas,South,Federal/State Government,Rural,28,19,78,82,8,58283,3.2,80,27,5.4
Waller,2016-01-01,Texas,South,Maufacturing,Urban,23,16,96,50,8,67044,3.4,84,32,5
Ward,2016-01-01,Texas,South,Mining,Rural,19,17,87,83,11,73526,3.2,80,81,3.5
Washington,2016-01-01,Texas,South,Maufacturing,Rural,22,17,95,49,8,63428,3.1,82,38,4.5
Webb,2016-01-01,Texas,South,Nonspecialized,Urban,42,15,91,71,8,42609,3.7,87,84,5.1
Wharton,2016-01-01,Texas,South,Nonspecialized,Rural,24,16,95,49,10,55030,3.3,75,59,4.7
Wheeler,2016-01-01,Texas,South,Mining,Rural,17,18,,83,7,55089,3,77,52,3.5
Wichita,2016-01-01,Texas,South,Mining,Urban,29,17,93,54,8,57165,3.3,84,58,4.9
Wilbarger,2016-01-01,Texas,South,Federal/State Government,Rural,24,16,91,56,7,54969,3.3,71,65,4.9
Willacy,2016-01-01,Texas,South,Nonspecialized,Rural,46,15,88,68,9,30612,3.6,90,72,12.3
Williamson,2016-01-01,Texas,South,Nonspecialized,Urban,10,19,95,45,7,88161,2.7,86,29,4.3
Wilson,2016-01-01,Texas,South,Farming,Urban,15,18,97,52,8,78959,2.9,82,30,4.1
Winkler,2016-01-01,Texas,South,Mining,Rural,17,18,92,80,8,60428,3,78,70,4.2
Wise,2016-01-01,Texas,South,Mining,Urban,15,19,96,59,7,63318,2.9,85,46,4.8
Wood,2016-01-01,Texas,South,Nonspecialized,Rural,25,16,96,70,7,55631,3.2,84,48,5.9
Yoakum,2016-01-01,Texas,South,Mining,Rural,15,18,97,54,8,65968,3,69,82,3
Young,2016-01-01,Texas,South,Mining,Rural,24,17,96,81,6,58574,3.2,86,65,4.1
Zapata,2016-01-01,Texas,South,Mining,Rural,45,14,90,79,9,39758,3.7,87,104,5.2
Zavala,2016-01-01,Texas,South,Nonspecialized,Rural,41,14,86,115,10,34191,3.9,76,98,12.4
Beaver,2016-01-01,Utah,West,Recreation,Rural,13,12,83,80,7,57643,3.3,62,45,3.9
Box Elder,2016-01-01,Utah,West,Maufacturing,Urban,15,11,85,25,6,62402,3.3,85,35,3.9
Cache,2016-01-01,Utah,West,Maufacturing,Urban,13,11,88,19,6,60639,3.4,86,20,3.2
Carbon,2016-01-01,Utah,West,Mining,Rural,19,12,95,45,10,60368,3.4,89,41,5.2
Daggett,2016-01-01,Utah,West,Federal/State Government,Rural,11,11,,,,90357,3,,,4.2
Davis,2016-01-01,Utah,West,Federal/State Government,Urban,8,10,90,26,7,80054,3,86,21,3.6
Duchesne,2016-01-01,Utah,West,Mining,Rural,12,12,86,53,7,67754,3.4,67,61,3.6
Emery,2016-01-01,Utah,West,Mining,Rural,17,11,93,39,8,62620,3.4,79,35,5.2
Garfield,2016-01-01,Utah,West,Recreation,Rural,18,10,88,32,9,55486,3.6,80,29,8.6
Grand,2016-01-01,Utah,West,Recreation,Rural,22,12,78,46,8,52750,3.6,75,52,6.2
Iron,2016-01-01,Utah,West,Federal/State Government,Rural,26,11,81,37,7,54218,3.7,85,23,4.5
Juab,2016-01-01,Utah,West,Nonspecialized,Urban,15,11,91,96,6,59082,3.4,87,40,4
Kane,2016-01-01,Utah,West,Recreation,Rural,17,11,93,39,6,62692,3.3,71,25,4.6
