Name,Control,Region,Locale,Admission Rate,SAT Average,% Female,Median Earnings of Graduate,Undergraduate Population,Completion Rate,Average Cost of Attendance,Out-of-State Tuition,Percentage of Undergraduates Aged 25 and Above,% Undergraduate Students Receiving Loans,Year
Alderson Broaddus University,Private,Southeast,Town,0.4138,963,0.4316770186,,972,0.3939,36511,25350,,0.8018,2016-01-01
Appalachian Bible College,Private,Southeast,Rural,0.5185,899,0.5697674419,,160,0.2979,24550,14000,,0.2313,2016-01-01
Bethany College,Private,Southeast,Rural,0.6456,920,0.2921914358,,633,0.2926,40100,27696,,0.8211,2016-01-01
Bluefield State College,Public,Southeast,Town,0.8331,935,0.6272965879,,1337,0.1257,15425,12876,,0.5552,2016-01-01
University of Charleston,Private,Southeast,City,0.5186,971,0.5870069606,,1733,0.3436,36823,29900,,0.4916,2016-01-01
Concord University,Public,Southeast,Town,0.8115,972,0.5857699805,,1996,0.1849,15020,15722,,0.5363,2016-01-01
Davis & Elkins College,Private,Southeast,Town,0.5046,954,0.6949891068,,784,0.3153,39080,28842,,0.6683,2016-01-01
Fairmont State University,Public,Southeast,Town,0.6496,962,0.5655696203,,3662,0.1386,15843,14666,,0.6328,2016-01-01
Glenville State College,Public,Southeast,Town,0.6945,901,0.4413716814,,1347,0.216,20962,16560,,0.4313,2016-01-01
Marshall University,Public,Southeast,City,0.8943,1010,0.586842761,,8700,0.2593,18064,16382,,0.5789,2016-01-01
Ohio Valley University,Private,Southeast,City,0.6355,966,0.507518797,,402,0.2151,28912,20460,,0.7368,2016-01-01
West Virginia University at Parkersburg,Public,Southeast,Suburb,,,0.6146788991,,2262,0.1111,11050,7920,,0.2849,2016-01-01
Salem International University,Private,Southeast,Rural,,,0.5482717521,,649,0.0945,29652,14600,,0.8124,2016-01-01
Shepherd University,Public,Southeast,Town,0.9191,994,0.600388601,,3094,0.2516,17055,17482,,0.5327,2016-01-01
West Virginia State University,Public,Southeast,Suburb,0.9627,927,0.5362445415,,2005,0.0963,16194,15572,,0.4218,2016-01-01
West Liberty University,Public,Southeast,Rural,0.717,965,0.6127744511,,1919,0.1966,20373,14394,,0.5982,2016-01-01
West Virginia University Institute of Technology,Public,Southeast,City,0.527,1000,0.5012559027,,1109,0.0927,16746,16728,,0.4806,2016-01-01
West Virginia Wesleyan College,Private,Southeast,Town,0.7728,1032,0.5723172628,,1382,0.3801,42383,29752,,0.658,2016-01-01
West Virginia University,Public,Southeast,City,0.7612,1069,0.5012559027,,21428,0.3243,19512,22488,,0.5066,2016-01-01
Wheeling Jesuit University,Private,Southeast,City,0.9324,971,0.5320512821,,929,0.4824,38441,28110,,0.6721,2016-01-01
Alverno College,Private,Great Lakes,City,0.8022,,,,1380,0.1143,34546,26932,,0.7978,2016-01-01
Bellin College,Private,Great Lakes,Rural,0.8913,1110,0.8878504673,,362,0.4595,,20500,,0.5583,2016-01-01
Beloit College,Private,Great Lakes,City,0.6986,1222,0.5325443787,,1315,0.6366,55178,47060,,0.5838,2016-01-01
Cardinal Stritch University,Private,Great Lakes,Suburb,0.8152,954,0.7213675214,,1503,0.2701,38665,28212,,0.6253,2016-01-01
Carroll University,Private,Great Lakes,City,0.7156,1089,0.6638846737,,2911,0.514,41758,30388,,0.7111,2016-01-01
Carthage College,Private,Great Lakes,Suburb,0.6973,1101,0.5505535055,,2805,0.5452,51397,40265,,0.8421,2016-01-01
Concordia University-Wisconsin,Private,Great Lakes,Suburb,0.6335,1105,0.6421004146,,3614,0.3786,40964,27900,,0.6325,2016-01-01
Edgewood College,Private,Great Lakes,City,0.7587,1069,0.7546419098,,1615,0.4012,39116,27530,,0.7507,2016-01-01
Lakeland University,Private,Great Lakes,Rural,0.554,909,0.5765765766,,1977,0.4279,37156,26560,,0.607,2016-01-01
Lawrence University,Private,Great Lakes,City,0.6298,1280,0.5249457701,,1507,0.6427,55275,44844,,0.5825,2016-01-01
Maranatha Baptist University,Private,Great Lakes,Town,0.6809,,0.5561643836,,757,0.2714,25204,14260,,0.0925,2016-01-01
Marian University,Private,Great Lakes,City,0.7719,950,0.6948130277,,1476,0.2977,37170,28280,,0.7199,2016-01-01
Marquette University,Private,Great Lakes,City,0.8434,1199,0.5854070013,,8053,0.6019,51316,38470,,0.4605,2016-01-01
Milwaukee Institute of Art & Design,Private,Great Lakes,City,0.6074,,0.6534391534,,628,0.5808,43057,35020,,0.7831,2016-01-01
Milwaukee School of Engineering,Private,Great Lakes,City,0.6631,1245,0.2927970065,,2633,0.4447,47607,37980,,0.6468,2016-01-01
Mount Mary University,Private,Great Lakes,City,0.5631,970,,,729,0.2623,38848,28380,,0.7751,2016-01-01
Northland College,Private,Great Lakes,Town,0.5401,,0.5284280936,,562,0.4453,44383,33432,,0.7135,2016-01-01
Ripon College,Private,Great Lakes,Town,0.6526,1085,0.4960422164,,778,0.5779,46940,39142,,0.7582,2016-01-01
Saint Norbert College,Private,Great Lakes,Suburb,0.8139,1124,0.5704989154,,2064,0.6823,44738,35381,,0.6632,2016-01-01
Silver Lake College of the Holy Family,Private,Great Lakes,Town,0.5489,,0.6235294118,,352,0.3171,37326,26340,,0.5248,2016-01-01
Bryant & Stratton College-Milwaukee,Private,Great Lakes,City,,,0.8171590332,,382,0,21941,16286,,0.8372,2016-01-01
University of Wisconsin Colleges,Public,Great Lakes,City,0.7544,970,0.5478116955,,9811,,13038,12143,,0.254,2016-01-01
Viterbo University,Private,Great Lakes,City,0.6254,1065,0.7528216704,,1861,0.3065,36321,26150,,0.7064,2016-01-01
University of Wisconsin-Whitewater,Public,Great Lakes,Town,0.6935,1050,0.5143684562,,10826,0.2902,18091,16223,,0.6034,2016-01-01
University of Wisconsin-Eau Claire,Public,Great Lakes,City,0.78,1110,0.644375324,,9936,0.3037,19334,16385,,0.5709,2016-01-01
University of Wisconsin-Green Bay,Public,Great Lakes,City,0.7313,1050,0.6803966438,,5509,0.2394,17979,15451,,0.4923,2016-01-01
University of Wisconsin-La Crosse,Public,Great Lakes,City,0.7424,1145,0.5774361949,,9517,0.3595,17778,17612,,0.5587,2016-01-01
Wisconsin Lutheran College,Private,Great Lakes,City,0.9027,1107,0.5499124343,,989,0.439,38409,27984,,0.7544,2016-01-01
University of Wisconsin-Oshkosh,Public,Great Lakes,City,0.6502,1030,0.6097161572,,9551,0.1805,18143,15117,,0.4788,2016-01-01
University of Wisconsin-Parkside,Public,Great Lakes,Suburb,0.6246,970,0.5664477009,,4145,0.0563,15793,15356,,0.5685,2016-01-01
Herzing University-Madison,Private,Great Lakes,City,0.839,,0.8135465189,,1947,0.1833,27731,13390,,0.8842,2016-01-01
University of Wisconsin-Stout,Public,Great Lakes,Town,0.884,1030,0.475708502,,8202,0.2062,19002,17141,,0.6053,2016-01-01
University of Wisconsin-Superior,Public,Great Lakes,Suburb,0.7611,1010,0.6422764228,,2263,0.2168,18003,15661,,0.611,2016-01-01
University of Wisconsin-Madison,Public,Great Lakes,City,0.5262,1302,0.5311327832,,29536,0.5637,24594,32738,,0.3366,2016-01-01
University of Wisconsin-Milwaukee,Public,Great Lakes,City,0.7329,1050,0.56415828,,20018,0.1356,21771,19851,,0.6065,2016-01-01
University of Wisconsin-Platteville,Public,Great Lakes,Town,0.8033,1090,0.3766723842,,7745,0.1936,18316,15334,,0.583,2016-01-01
University of Wisconsin-River Falls,Public,Great Lakes,Town,0.7215,1050,0.6388333999,,5357,0.2927,18746,15554,,0.5993,2016-01-01
University of Wisconsin-Stevens Point,Public,Great Lakes,Town,0.8142,1050,0.5432506887,,8193,0.3035,17203,16426,,0.6522,2016-01-01
University of Wyoming,Public,Rocky Mountains,Town,0.9508,1102,0.5437196391,,9622,0.266,19169,16215,,0.3496,2016-01-01
University of Guam,Public,Outlying Areas,Town,,,0.5951065509,,3520,0.0612,12917,12634,,0.2643,2016-01-01
Northern Marianas College,Public,Outlying Areas,Town,,,0.5616438356,,1016,0,7891,5520,,0,2016-01-01
American University of Puerto Rico,Private,Outlying Areas,Suburb,,,0.5553235908,,583,0.0545,16265,5811,,0.1624,2016-01-01
American University of Puerto Rico,Private,Outlying Areas,Suburb,,,0.5553235908,,742,0.0556,16393,5811,,0.1369,2016-01-01
Universidad Adventista de las Antillas,Private,Outlying Areas,Suburb,0.9865,,0.6401225115,,1235,0.1289,13452,6850,,0.4305,2016-01-01
Atlantic University College,Private,Outlying Areas,City,,,0.2654867257,,1478,0.2629,9561,7425,,0,2016-01-01
Universidad Central de Bayamon,Private,Outlying Areas,Suburb,0.4487,,0.6189917937,,1302,0.0667,12125,6220,,0.3635,2016-01-01
Columbia Central University-Caguas,Private,Outlying Areas,City,,,0.5844618674,,1382,0,9517,6520,,0,2016-01-01
Carlos Albizu University-San Juan,Private,Outlying Areas,City,0.6349,,0.8042105263,,274,,14822,7221,,0.7962,2016-01-01
Caribbean University-Bayamon,Private,Outlying Areas,Suburb,,,0.5554968288,,1373,0.0256,8590,5182,,0.2255,2016-01-01
Caribbean University-Carolina,Private,Outlying Areas,City,,,0.5554968288,,391,0,8745,5182,,0.3004,2016-01-01
Pontifical Catholic University of Puerto Rico-Arecibo,Private,Outlying Areas,Suburb,0.9731,,0.5843023256,,612,0.0706,10971,5148,,0.4603,2016-01-01
Pontifical Catholic University of Puerto Rico-Ponce,Private,Outlying Areas,City,0.9768,,0.5843023256,,5077,0.0624,12706,5250,,0.5404,2016-01-01
Universidad Teologica del Caribe,Private,Outlying Areas,Suburb,,,0.4365482234,,260,0,11490,3968,,0.2066,2016-01-01
Colegio Universitario de San Juan,Public,Outlying Areas,City,0.9551,,0.5611510791,,1528,0.2833,6202,2370,,0,2016-01-01
Universidad Metropolitana,Private,Outlying Areas,City,,,0.6213793103,,11231,0.0367,13481,5820,,0.5523,2016-01-01
Puerto Rico Conservatory of Music,Public,Outlying Areas,City,0.7091,,0.3165467626,,406,0.0667,9795,3370,,0.217,2016-01-01
EDP University of Puerto Rico Inc-San Sebastian,Private,Outlying Areas,Suburb,,,0.664742268,,1049,0.125,13107,5940,,0.3284,2016-01-01
Escuela de Artes Plasticas y Diseno de Puerto Rico,Public,Outlying Areas,City,0.8352,,0.6595744681,,555,0,6908,5622,,0,2016-01-01
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Public,Outlying Areas,Suburb,0.8537,,0.3929471033,,655,,5025,1125,,0,2016-01-01
Humacao Community College,Private,Outlying Areas,Suburb,,,0.6846473029,,517,0.3,9442,5002,,0,2016-01-01
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Public,Outlying Areas,City,0.7844,,0.3929471033,,736,,7285,1105,,0,2016-01-01
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Public,Outlying Areas,City,0.9689,,0.3929471033,,693,,4259,1130,,0,2016-01-01
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,Public,Outlying Areas,City,0.9757,,0.3929471033,,759,,4314,1105,,0,2016-01-01
Inter American University of Puerto Rico-San German,Private,Outlying Areas,City,0.691,,0.5214465938,,3972,0.1017,12881,4962,,0.2642,2016-01-01
Inter American University of Puerto Rico-Aguadilla,Private,Outlying Areas,Suburb,0.4664,,0.5400225479,,3912,0.1196,11158,5654,,0.226,2016-01-01
Inter American University of Puerto Rico-Arecibo,Private,Outlying Areas,City,0.4647,,0.5963442498,,3841,0.1403,12672,5082,,0.2436,2016-01-01
Inter American University of Puerto Rico-Barranquitas,Private,Outlying Areas,Suburb,0.4162,,0.5618238022,,1892,0.1989,10644,5764,,0.1341,2016-01-01
Inter American University of Puerto Rico-Metro,Private,Outlying Areas,City,0.165,,0.574260995,,6119,0.2316,15627,7302,,0.3406,2016-01-01
Inter American University of Puerto Rico-Ponce,Private,Outlying Areas,Suburb,0.5834,,0.582067322,,4751,0.1252,11748,5084,,0.215,2016-01-01
Inter American University of Puerto Rico-Fajardo,Private,Outlying Areas,Suburb,0.723,,0.5718370264,,1964,0.0397,11098,5102,,0.1134,2016-01-01
Inter American University of Puerto Rico-Guayama,Private,Outlying Areas,City,0.4902,,0.6653905054,,1709,0.1158,12998,5764,,0.4199,2016-01-01
Inter American University of Puerto Rico-Bayamon,Private,Outlying Areas,Suburb,0.4266,,0.4349914237,,4313,0.0601,10460,5082,,0.1977,2016-01-01
National University College,Private,Outlying Areas,Suburb,0.648,,0.6684603558,,5857,0.184,14261,11175,,0.5617,2016-01-01
National University College-Arecibo,Private,Outlying Areas,City,0.6875,,0.6684603558,,1338,0.1818,13115,6495,,0.6421,2016-01-01
University of Puerto Rico-Aguadilla,Public,Outlying Areas,Suburb,0.8441,1042,0.5503199535,,3333,0.0554,7411,4070,,0.1308,2016-01-01
University of Puerto Rico-Arecibo,Public,Outlying Areas,City,0.5106,,0.5957883924,,4062,0.0952,10995,4105,,0.0684,2016-01-01
University of Puerto Rico-Bayamon,Public,Outlying Areas,Suburb,0.2274,,0.5019588639,,4832,0.0252,9253,4105,,0.0403,2016-01-01
University of Puerto Rico-Carolina,Public,Outlying Areas,City,0.265,1028,0.6201705971,,3819,0.3736,12190,6139,,0.0677,2016-01-01
University of Puerto Rico-Cayey,Public,Outlying Areas,Suburb,0.9637,1097,0.664516129,,3749,0.0837,10740,4104,,0.0286,2016-01-01
University of Puerto Rico-Humacao,Public,Outlying Areas,Suburb,0.4282,,0.6555676856,,3931,0.0983,10904,4104,,0.0559,2016-01-01
University of Puerto Rico-Utuado,Public,Outlying Areas,Rural,0.7328,,0.5121293801,,1429,0.0804,13169,4105,,0.0787,2016-01-01
University of Puerto Rico-Mayaguez,Public,Outlying Areas,City,0.7377,,0.4739855614,,11987,0.0483,12638,4105,,0.1532,2016-01-01
University of Puerto Rico-Ponce,Public,Outlying Areas,City,0.4481,,0.565099946,,3630,0.0708,12252,4105,,0.0875,2016-01-01
University of Puerto Rico-Rio Piedras,Public,Outlying Areas,City,0.5125,,0.6184486373,,13263,0.167,7243,4630,,0.0849,2016-01-01
Universidad del Este,Private,Outlying Areas,City,,,0.5856521739,,11000,0.0228,13557,5820,,0.5543,2016-01-01
Universidad del Sagrado Corazon,Private,Outlying Areas,City,0.5269,,0.6112886049,,4185,0.0689,12593,6000,,0.4325,2016-01-01
Universidad Central Del Caribe,Private,Outlying Areas,Suburb,0.76,,0.7476635514,,158,0,23533,10470,,0.3775,2016-01-01
Universidad Politecnica de Puerto Rico,Private,Outlying Areas,City,,,0.2235217674,,3334,0.1091,19909,8328,,0.4612,2016-01-01
Pontifical Catholic University of Puerto Rico-Mayaguez,Private,Outlying Areas,City,0.9961,,0.5843023256,,1444,0.014,11383,5148,,0.4989,2016-01-01
Universidad del Turabo,Private,Outlying Areas,Suburb,,,0.579454058,,14170,0.0163,13334,5820,,0.5135,2016-01-01
College of Micronesia-FSM,Public,Outlying Areas,,0.7393,,0.5843997562,,2079,,8889,4750,,0,2016-01-01
University of the Virgin Islands,Public,Outlying Areas,Town,0.9195,807,0.6825208086,,1984,0.0962,17288,14496,,0.4949,2016-01-01
Stanford University,Private,Far West,Suburb,0.0481,1476,0.4940191388,,7032,0.75,64477,47940,,0.1031,2016-01-01
Purdue University-Main Campus,Public,Great Lakes,City,0.5597,1228,0.4732072498,,30849,0.4883,22698,28804,,0.3122,2016-01-01
EDP University of Puerto Rico Inc-San Juan,Private,Outlying Areas,City,0.699,,0.664742268,,1565,0.3333,12884,10356,,0.3991,2016-01-01
Georgia State University-Perimeter College,Public,Southeast,City,0.529,,0.6300794494,,16725,,10884,9336,,0.2921,2016-01-01
St. John's College,Private,Southwest,Rural,0.6275,,0.3819444444,,326,0.4255,62184,50878,,0.5309,2016-01-01
Mid-America Christian University,Private,Southwest,City,,,0.662586075,,1851,0.1667,29275,17132,,0.7646,2016-01-01
Landmark College,Private,New England,Rural,0.3616,,0.2994652406,,446,,66940,52650,,0.779,2016-01-01
Yeshiva Gedolah of Greater Detroit,Private,Great Lakes,Suburb,0.8947,,,,61,0,12900,6800,,0,2016-01-01
FIDM-Fashion Institute of Design & Merchandising-San Diego,Private,Far West,City,0.3893,,0.8902821317,,75,,41719,31760,,0.6639,2016-01-01
National American University-Albuquerque,Private,Southwest,City,,,0.7582205029,,229,0,19226,13755,,0.7475,2016-01-01
ECPI University,Private,Southeast,City,0.7111,,0.6373831776,,11065,0.2702,24460,14775,,0.4566,2016-01-01
Laurel Business Institute,Private,Mid East,Suburb,0.9038,,0.6234567901,,213,,13783,9744,,0.8125,2016-01-01
South University-Columbia,Private,Southeast,Suburb,,,0.7628668652,,885,0.0595,25405,17306,,0.6738,2016-01-01
Everest University-Brandon,Private,Southeast,Suburb,,,0.7128987517,,162,0.2586,22406,12015,,0.5761,2016-01-01
Kaplan University-Davenport Campus,Private,Plains,City,,,0.7967492381,,28793,0,23947,14325,,0.5681,2016-01-01
Northwestern College-Southwestern Campus,Private,Great Lakes,Suburb,0.7794,,0.8847305389,,684,,29594,17475,,0.7436,2016-01-01
Brandman University,Private,Far West,City,0.8113,,0.7008343266,,3411,,28456,12300,,0.5144,2016-01-01
New College of Florida,Public,Southeast,City,0.7128,1263,0.6745762712,,861,0.5355,20143,29944,,0.3066,2016-01-01
Daymar College-Bowling Green,Private,Southeast,City,,,0.7975113122,,306,0.25,27719,15000,,0.8258,2016-01-01
Caribbean University-Ponce,Private,Outlying Areas,City,,,0.5554968288,,792,0.1413,9235,5182,,0.4415,2016-01-01
Caribbean University-Vega Baja,Private,Outlying Areas,Suburb,,,0.5554968288,,344,0.1429,8978,5182,,0.3498,2016-01-01
University of Advancing Technology,Private,Southwest,City,0.851,,0.1522633745,,672,0.17,36028,21064,,0.6032,2016-01-01
Madison Media Institute,Private,Great Lakes,City,,,0.6207142857,,215,1,21756,10277,,0.7781,2016-01-01
South Florida Bible College and Theological Seminary,Private,Southeast,City,,,0.5142857143,,171,0.3333,18800,6560,,0.5273,2016-01-01
Pennsylvania College of Technology,Public,Mid East,City,,,0.396522902,,5409,0.2175,29200,22890,,0.6739,2016-01-01
Southern Technical College,Private,Southeast,City,,,0.8118668596,,1015,0.1034,22387,14940,,0.9394,2016-01-01
California State University-San Marcos,Public,Far West,Suburb,0.5184,963,0.6596839397,,12475,0.1363,18070,18543,,0.3787,2016-01-01
Argosy University-Hawaii,Private,Far West,City,,,0.6497887111,,457,0,25336,13152,,0.6306,2016-01-01
Kaplan University-Des Moines Campus,Private,Plains,Suburb,,,0.7967492381,,688,0.5,25753,15352,,0.6927,2016-01-01
McNally Smith College of Music,Private,Plains,City,0.6544,,0.3063829787,,371,0.3051,39149,27940,,0.645,2016-01-01
Hodges University,Private,Southeast,Suburb,0.6015,,0.6440756109,,1414,0.1786,25741,13700,,0.6241,2016-01-01
Argosy University-Atlanta,Private,Southeast,City,,,0.6497887111,,457,0,23170,13144,,0.719,2016-01-01
Daymar College-Clarksville,Private,Southeast,City,,,0.7975113122,,854,0,28304,15000,,0.5291,2016-01-01
Nossi College of Art,Private,Southeast,City,0.5062,,0.6074766355,,263,0.4091,25080,17800,,0.8488,2016-01-01
Remington College-Honolulu Campus,Private,Far West,City,,,0.7714097497,,405,0.4,25703,16950,,0.5464,2016-01-01
Bryant & Stratton College-Southtowns,Private,Mid East,Suburb,,,0.8171590332,,439,0.5,21372,16477,,0.458,2016-01-01
U S Grant Joint Vocational School,Public,Great Lakes,Town,0.9362,,0.5263157895,,42,,9573,6300,,0,2016-01-01
EDIC College,Private,Outlying Areas,City,0.7025,,0.7260229133,,1124,,9785,6700,,0.0088,2016-01-01
Northwest College of Art & Design,Private,Far West,Rural,,,0.6349206349,,98,0.6333,29789,19075,,0.33,2016-01-01
University of Washington-Bothell Campus,Public,Far West,Suburb,0.803,1043,0.5746355424,,5078,0.4169,22515,34728,,0.3612,2016-01-01
University of Washington-Tacoma Campus,Public,Far West,City,0.8381,975,0.5746355424,,4252,0.4952,22047,34869,,0.4308,2016-01-01
Northwest Indian College,Public,Far West,Rural,,,0.6545454545,,542,0.5714,8664,4407,,0,2016-01-01
University of Phoenix-Utah,Private,Rocky Mountains,Suburb,,,0.6972811618,,243,0,23962,9840,,0.3889,2016-01-01
King's College,Private,Southeast,City,0.885,,0.7295238095,,359,,21851,14320,,0.8868,2016-01-01
Beacon College,Private,Southeast,Suburb,0.4831,,0.4657534247,,314,0.6364,51191,36172,,0.427,2016-01-01
University of the Potomac-Washington DC Campus,Private,Mid East,City,,,0.5,,114,0,23817,13884,,0.4041,2016-01-01
Rabbi Jacob Joseph School,Private,Mid East,Suburb,0.7778,,,,94,0,18700,11900,,0,2016-01-01
Everglades University,Private,Southeast,City,0.7436,,0.552253116,,2089,0.4799,30409,16400,,0.6721,2016-01-01
Herzing University-Winter Park,Private,Southeast,Suburb,0.8,,0.8135465189,,477,0,27532,13830,,0.8371,2016-01-01
College of Biblical Studies-Houston,Private,Southwest,City,,,0.5495495495,,432,0,11296,6946,,0.4515,2016-01-01
Everest University-South Orlando,Private,Southeast,Suburb,,,0.7128987517,,3520,0.3407,24417,12015,,0.675,2016-01-01
Watkins College of Art Design & Film,Private,Southeast,City,0.97,999,0.6034482759,,243,0.1154,35518,23700,,0.5788,2016-01-01
Mt Sierra College,Private,Far West,Suburb,0.44,,0.2345679012,,284,0.1613,27923,15688,,0.7927,2016-01-01
Southern California Institute of Technology,Private,Far West,City,0.9222,,0.0415584416,,571,0.4867,28911,17335,,0.7568,2016-01-01
Soka University of America,Private,Far West,Suburb,0.384,1233,0.7419354839,,417,0.8544,44800,31042,,0.2269,2016-01-01
Southwest University of Visual Arts-Albuquerque,Private,Southwest,City,,,0.5445544554,,83,0.5294,30333,22613,,0.5636,2016-01-01
Schiller International University,Private,Southeast,City,,,0.5208333333,,79,0.3333,36540,14360,,0.5,2016-01-01
Columbia Central University-Yauco,Private,Outlying Areas,Suburb,,,0.5844618674,,360,0,10810,6520,,0,2016-01-01
Yeshivas Novominsk,Private,Mid East,City,0.8545,,,,140,0,17011,9700,,0,2016-01-01
University of Phoenix-New Mexico,Private,Southwest,City,,,0.6972811618,,436,0.017,23923,9840,,0.5332,2016-01-01
Arizona State University-West,Public,Southwest,City,0.7786,1078,0.5568306611,,3201,0.4469,20052,25181,,0.5488,2016-01-01
Omaha School of Massage and Healthcare of Herzing University,Private,Plains,City,1,,0.8135465189,,106,,26322,13390,,0.8155,2016-01-01
Laurel Technical Institute,Private,Mid East,Rural,1,,0.6398891967,,118,,13663,9744,,0.7905,2016-01-01
Florida National University-Main Campus,Private,Southeast,Suburb,,,0.7377845996,,2354,0.5,26114,13250,,0.6999,2016-01-01
South Texas College,Public,Southwest,City,,,0.5448604733,,19701,0,6719,4560,,0,2016-01-01
California State University-Monterey Bay,Public,Far West,Suburb,0.3524,,0.6709870389,,6541,0.2126,19754,17539,,0.4585,2016-01-01
Argosy University-The Art Institute of California-Hollywood,Private,Far West,City,,,0.6497887111,,1031,0.2154,34598,18744,,0.7496,2016-01-01
Capella University,Private,Plains,City,,,0.7469279984,,9385,0,19062,13998,,0.8964,2016-01-01
Johnson & Wales University-North Miami,Private,Southeast,Suburb,0.8147,,0.6353397118,,1553,0.2699,41119,30746,,0.8396,2016-01-01
Trine University-Regional/Non-Traditional Campuses,Private,Great Lakes,City,,,0.3919510061,,375,0,26420,10592,,0.6202,2016-01-01
Messenger College,Private,Southwest,Suburb,0.9048,,0.3442622951,,66,0.0769,21997,9120,,0.7748,2016-01-01
Jefferson Lewis BOCES-Practical Nursing Program,Public,Mid East,Rural,0.7037,,0.905511811,,71,,19458,9918,,0.6627,2016-01-01
Veeb Nassau County School of Practical Nursing,Public,Mid East,Suburb,1,,0.8673139159,,207,,32651,14810,,0.7083,2016-01-01
Everest University-Melbourne,Private,Southeast,City,,,0.7128987517,,67,0.3333,25417,12879,,0.6273,2016-01-01
University of Phoenix-Hawaii,Private,Far West,City,,,0.6972811618,,959,0.023,23805,9840,,0.2562,2016-01-01
Virginia College-Birmingham,Private,Southeast,City,,,0.7807565372,,1915,0.0538,21547,14632,,0.909,2016-01-01
Virginia College-Huntsville,Private,Southeast,City,,,0.7807565372,,438,0.125,22208,14632,,0.7522,2016-01-01
Yeshiva D'monsey Rabbinical College,Private,Mid East,Suburb,0.2167,,,,55,0,16601,6500,,0,2016-01-01
Arizona State University-Polytechnic,Public,Southwest,City,0.7609,1139,0.5568306611,,3861,0.3627,22947,25181,,0.484,2016-01-01
Living Arts College,Private,Southeast,City,0.8802,,0.7093333333,,284,0.0241,28439,16940,,0.7928,2016-01-01
New York Conservatory for Dramatic Arts,Private,Mid East,City,0.9429,,0.5609756098,,268,,51556,31200,,0.7203,2016-01-01
Embry-Riddle Aeronautical University-Worldwide,Private,Southeast,City,0.6275,,0.1816434407,,9877,0.1773,22416,8760,,0.151,2016-01-01
The Illinois Institute of Art-Schaumburg,Private,Great Lakes,City,,,0.5414333707,,511,0.3556,27753,17485,,0.7474,2016-01-01
The Art Institute of Phoenix,Private,Southwest,City,,,0.6774971623,,899,0.2877,28162,17412,,0.8228,2016-01-01
Strayer University-Maryland,Private,Mid East,Suburb,,,0.7508344853,,2482,0,29544,12975,,0.6624,2016-01-01
The Creative Center,Private,Plains,City,0.74,,0.7179487179,,60,,40524,27700,,0.9048,2016-01-01
New Hampshire Institute of Art,Private,New England,City,0.4456,,0.6914893617,,339,0.3716,39880,25780,,0.8816,2016-01-01
Mercy Hospital School of Nursing,Private,Mid East,City,0.9375,1005,0.8529411765,,104,,29912,14912,,0.701,2016-01-01
Yeshiva of the Telshe Alumni,Private,Mid East,City,0.8205,,,,116,0,18500,9500,,0,2016-01-01
Delaware College of Art and Design,Private,Mid East,City,0.8113,,0.6643835616,,170,,40499,24830,,0.7974,2016-01-01
American University of Health Sciences,Private,Far West,Suburb,1,,0.7808219178,,261,,28531,21058,,0.8566,2016-01-01
Carolinas College of Health Sciences,Public,Southeast,City,0.3095,,0.9108280255,,443,,30370,12192,,0.6793,2016-01-01
Western Governors University,Private,Rocky Mountains,Suburb,,,0.6895346564,,63961,0.1228,13270,6070,,0.59,2016-01-01
Herzing University-Kenner,Private,Southeast,Suburb,0.9756,,0.8135465189,,466,0,27179,13390,,0.9219,2016-01-01
Florida Gulf Coast University,Public,Southeast,Suburb,0.5615,1090,0.5940099834,,13658,0.202,18841,25162,,0.426,2016-01-01
Dewey University-Carolina,Private,Outlying Areas,City,,,0.6527531083,,444,0.1625,11051,7495,,0,2016-01-01
Argosy University-Phoenix,Private,Southwest,City,,,0.6497887111,,156,0,24147,13152,,0.7312,2016-01-01
Argosy University-Orange County,Private,Far West,City,,,0.6497887111,,139,0.3333,26160,13152,,0.6376,2016-01-01
International Baptist College and Seminary,Private,Southwest,Suburb,,,0.48,,63,0.2727,24445,10500,,0.2642,2016-01-01
University of Connecticut-Waterbury Campus,Public,New England,Suburb,0.5821,994,0.5309655084,,2010,0.3281,15310,33816,,0.4709,2016-01-01
University of Connecticut-Avery Point,Public,New England,Suburb,0.624,1014,0.5309655084,,669,0.3552,15225,33816,,0.47,2016-01-01
University of Connecticut-Stamford,Public,New England,City,0.5738,1013,0.5309655084,,1382,0.3333,15086,33826,,0.3855,2016-01-01
Stevens-Henager College,Private,Rocky Mountains,Suburb,,,0.7420641516,,782,0.1379,31295,16968,,0.7686,2016-01-01
Stratford University,Private,Southeast,Suburb,,,0.7284522706,,2243,0.2,27903,15135,,0.7279,2016-01-01
American InterContinental University-Atlanta,Private,Southeast,City,,,0.6963450033,,1993,0.1717,24118,15590,,0.7788,2016-01-01
Everest University-Jacksonville,Private,Southeast,City,,,0.7128987517,,11,0.25,26354,12510,,0.4441,2016-01-01
Johnson & Wales University-Denver,Private,Rocky Mountains,City,0.8521,,0.6353397118,,1227,0.4393,43277,30746,,0.8466,2016-01-01
MDT College of Health Sciences,Private,Great Lakes,Suburb,0.5952,,0.8697123519,,292,,38723,25580,,1,2016-01-01
