filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
AubinCountdeVinevile1721p , C:\Users\gleicher\DigHum\Novels\1720-1739\AubinCountdeVinevile1721p.txt , 1720-1739 , 1.229, 0.420, 0.008, 0.170, 0.352, 0.145, 1.043, 0.517, 0.158, 0.926, 0.279, 0.554, 1.794, 1.455, 0.137, 0.194, 0.198, 0.012, 0.012, 0.869, 3.128, 1.730, 0.958, 0.550, 0.004, 0.032, 0.004, 0.820, 0.073, 1.912, 0.065, 0.525, 1.887, 0.000, 0.206, 0.000, 0.004, 0.004, 0.521, 0.000, 0.097, 0.000, 0.000, 0.000, 0.000, 0.000, 0.251, 0.954, 0.251, 1.798, 0.004, 0.024, 0.000, 0.044, 0.000, 0.073, 0.400, 0.129, 0.004, 0.360, 0.036, 0.004, 0.000, 0.869, 0.784, 0.044, 0.873, 0.214, 0.360, 0.044, 0.032, 1.427, 0.040, 0.004, 0.000, 0.012, 0.000, 0.012, 0.307, 0.004, 0.048, 0.368, 0.048, 1.087, 0.000, 0.287, 0.796, 3.585, 0.263, 0.242, 0.687, 0.000, 0.069, 0.032, 0.263, 0.004, 0.315, 0.004, 0.069, 0.000, 0.000, 0.008, 0.000, 0.307, 0.610, 0.238, 0.800, 0.206, 0.020, 0.247, 2.756, 0.000, 0.004, 0.344, 3.144, 28.347, 2.304, 20646, 24743
AubinLadyLucy1727p , C:\Users\gleicher\DigHum\Novels\1720-1739\AubinLadyLucy1727p.txt , 1720-1739 , 1.814, 0.547, 0.009, 0.332, 0.454, 0.343, 1.293, 0.465, 0.320, 1.086, 0.269, 0.411, 1.758, 1.868, 0.198, 0.224, 0.204, 0.014, 0.006, 0.808, 2.395, 1.616, 0.833, 0.544, 0.006, 0.054, 0.000, 0.893, 0.085, 1.848, 0.057, 0.686, 1.554, 0.003, 0.196, 0.000, 0.014, 0.000, 0.261, 0.000, 0.006, 0.000, 0.003, 0.000, 0.000, 0.000, 0.133, 0.816, 0.111, 2.395, 0.006, 0.062, 0.000, 0.034, 0.000, 0.051, 0.397, 0.292, 0.006, 0.519, 0.054, 0.000, 0.034, 0.862, 0.754, 0.082, 0.970, 0.238, 0.196, 0.040, 0.020, 0.848, 0.034, 0.006, 0.000, 0.011, 0.000, 0.026, 0.320, 0.000, 0.105, 0.431, 0.088, 1.230, 0.000, 0.420, 0.709, 3.351, 0.329, 0.295, 0.607, 0.006, 0.077, 0.031, 0.326, 0.014, 0.286, 0.000, 0.014, 0.006, 0.006, 0.006, 0.000, 0.292, 0.655, 0.207, 0.697, 0.524, 0.014, 0.179, 3.580, 0.009, 0.009, 0.397, 2.770, 25.616, 1.585, 30584, 35275
AubinLucinda1722p , C:\Users\gleicher\DigHum\Novels\1720-1739\AubinLucinda1722p.txt , 1720-1739 , 2.642, 0.902, 0.017, 0.588, 0.527, 0.120, 1.012, 0.385, 0.267, 1.265, 0.385, 0.456, 2.390, 1.738, 0.194, 0.201, 0.321, 0.032, 0.007, 0.745, 2.125, 1.299, 0.515, 0.402, 0.002, 0.049, 0.000, 0.902, 0.176, 2.336, 0.049, 0.902, 2.098, 0.000, 0.208, 0.000, 0.027, 0.002, 0.235, 0.005, 0.007, 0.000, 0.000, 0.005, 0.000, 0.000, 0.118, 1.081, 0.147, 2.561, 0.017, 0.049, 0.005, 0.115, 0.000, 0.047, 0.583, 0.377, 0.005, 0.451, 0.017, 0.005, 0.037, 1.169, 0.828, 0.042, 1.113, 0.299, 0.216, 0.037, 0.025, 1.015, 0.037, 0.002, 0.000, 0.037, 0.000, 0.025, 0.284, 0.007, 0.162, 0.750, 0.037, 1.172, 0.000, 0.289, 0.593, 2.993, 0.346, 0.451, 0.669, 0.005, 0.081, 0.039, 0.336, 0.022, 0.299, 0.002, 0.047, 0.005, 0.002, 0.005, 0.000, 0.399, 0.422, 0.277, 0.669, 0.260, 0.005, 0.142, 2.708, 0.000, 0.005, 0.221, 1.917, 24.675, 1.375, 36154, 40802
AubinMadamdeBeaumont1721p , C:\Users\gleicher\DigHum\Novels\1720-1739\AubinMadamdeBeaumont1721p.txt , 1720-1739 , 2.156, 0.636, 0.011, 0.387, 0.347, 0.110, 1.008, 0.512, 0.256, 0.932, 0.237, 0.464, 2.097, 1.447, 0.099, 0.190, 0.205, 0.029, 0.007, 0.818, 2.466, 2.050, 0.800, 0.482, 0.000, 0.073, 0.007, 0.639, 0.117, 1.863, 0.058, 0.533, 2.050, 0.007, 0.230, 0.004, 0.004, 0.011, 0.515, 0.000, 0.018, 0.000, 0.000, 0.000, 0.000, 0.000, 0.157, 0.826, 0.201, 1.947, 0.007, 0.084, 0.000, 0.037, 0.000, 0.040, 0.687, 0.237, 0.015, 0.409, 0.029, 0.004, 0.018, 0.683, 0.709, 0.033, 0.957, 0.216, 0.435, 0.040, 0.055, 1.352, 0.066, 0.004, 0.000, 0.015, 0.004, 0.018, 0.303, 0.000, 0.062, 0.395, 0.073, 0.855, 0.000, 0.362, 0.815, 3.464, 0.314, 0.208, 0.687, 0.007, 0.051, 0.015, 0.307, 0.007, 0.300, 0.000, 0.037, 0.004, 0.000, 0.004, 0.000, 0.340, 0.555, 0.259, 0.778, 0.376, 0.004, 0.219, 3.069, 0.011, 0.011, 0.384, 2.948, 26.960, 1.765, 23009, 27370
AubinNobleSlaves1722p , C:\Users\gleicher\DigHum\Novels\1720-1739\AubinNobleSlaves1722p.txt , 1720-1739 , 1.833, 0.487, 0.016, 0.377, 0.339, 0.162, 1.130, 0.438, 0.290, 0.897, 0.240, 0.508, 1.962, 1.694, 0.130, 0.203, 0.301, 0.016, 0.007, 0.814, 2.931, 1.807, 0.852, 0.619, 0.003, 0.057, 0.003, 0.856, 0.090, 1.969, 0.056, 0.532, 1.856, 0.010, 0.240, 0.003, 0.019, 0.003, 0.409, 0.000, 0.033, 0.000, 0.002, 0.000, 0.000, 0.000, 0.139, 0.925, 0.207, 2.038, 0.002, 0.111, 0.005, 0.035, 0.000, 0.037, 0.454, 0.184, 0.009, 0.384, 0.028, 0.010, 0.014, 0.710, 0.678, 0.068, 0.953, 0.233, 0.311, 0.037, 0.023, 1.080, 0.045, 0.003, 0.000, 0.012, 0.000, 0.012, 0.261, 0.007, 0.073, 0.346, 0.057, 0.899, 0.000, 0.323, 0.668, 3.633, 0.270, 0.238, 0.626, 0.000, 0.070, 0.021, 0.261, 0.005, 0.270, 0.000, 0.056, 0.002, 0.000, 0.002, 0.000, 0.249, 0.739, 0.235, 0.737, 0.323, 0.012, 0.270, 2.972, 0.012, 0.000, 0.384, 2.936, 26.898, 2.209, 49046, 57498
BarkerLiningScreen1726p , C:\Users\gleicher\DigHum\Novels\1720-1739\BarkerLiningScreen1726p.txt , 1720-1739 , 2.017, 0.539, 0.008, 0.339, 0.432, 0.105, 1.173, 0.390, 0.251, 1.461, 0.299, 0.602, 1.407, 1.544, 0.116, 0.118, 0.204, 0.019, 0.004, 0.853, 2.329, 1.506, 0.566, 0.678, 0.013, 0.055, 0.002, 0.916, 0.078, 1.897, 0.036, 0.545, 2.032, 0.011, 0.406, 0.000, 0.025, 0.002, 0.451, 0.002, 0.025, 0.000, 0.002, 0.004, 0.000, 0.000, 0.276, 0.748, 0.133, 2.038, 0.013, 0.059, 0.006, 0.051, 0.000, 0.011, 0.518, 0.232, 0.002, 0.617, 0.046, 0.011, 0.019, 0.832, 0.739, 0.046, 1.171, 0.183, 0.219, 0.019, 0.021, 0.636, 0.032, 0.002, 0.000, 0.008, 0.000, 0.017, 0.230, 0.006, 0.076, 0.455, 0.107, 1.329, 0.000, 0.312, 0.695, 2.721, 0.246, 0.345, 0.602, 0.002, 0.101, 0.025, 0.411, 0.034, 0.211, 0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.242, 0.449, 0.227, 0.524, 0.314, 0.002, 0.251, 3.232, 0.002, 0.002, 0.204, 2.721, 27.550, 3.616, 39586, 47488
BarkerPatchworkScreen1723p , C:\Users\gleicher\DigHum\Novels\1720-1739\BarkerPatchworkScreen1723p.txt , 1720-1739 , 1.565, 0.526, 0.002, 0.308, 0.515, 0.125, 0.985, 0.409, 0.280, 1.361, 0.322, 0.660, 1.781, 1.560, 0.136, 0.103, 0.230, 0.019, 0.000, 1.107, 2.684, 1.478, 0.331, 0.651, 0.009, 0.094, 0.012, 0.884, 0.066, 2.129, 0.023, 0.698, 2.282, 0.026, 0.580, 0.005, 0.007, 0.000, 0.411, 0.002, 0.019, 0.000, 0.002, 0.000, 0.000, 0.000, 0.270, 0.670, 0.115, 1.553, 0.007, 0.007, 0.005, 0.059, 0.000, 0.028, 0.486, 0.324, 0.007, 0.595, 0.035, 0.002, 0.002, 0.898, 0.822, 0.078, 1.260, 0.219, 0.287, 0.014, 0.033, 0.886, 0.014, 0.002, 0.000, 0.007, 0.000, 0.005, 0.331, 0.012, 0.073, 0.559, 0.143, 1.346, 0.000, 0.491, 0.888, 2.660, 0.289, 0.369, 0.592, 0.005, 0.078, 0.016, 0.280, 0.040, 0.200, 0.002, 0.066, 0.007, 0.002, 0.005, 0.000, 0.291, 0.280, 0.148, 0.493, 0.289, 0.005, 0.258, 2.575, 0.019, 0.012, 0.089, 2.265, 29.237, 4.314, 34332, 42556
DavysAccomplishdRake1727p , C:\Users\gleicher\DigHum\Novels\1720-1739\DavysAccomplishdRake1727p.txt , 1720-1739 , 1.624, 0.804, 0.012, 0.276, 0.588, 0.133, 1.221, 0.458, 0.327, 1.284, 0.522, 0.533, 1.711, 1.487, 0.163, 0.121, 0.176, 0.028, 0.003, 0.835, 1.902, 1.249, 0.546, 0.674, 0.015, 0.148, 0.000, 0.518, 0.078, 1.722, 0.022, 0.691, 1.907, 0.007, 0.284, 0.000, 0.025, 0.007, 0.490, 0.000, 0.113, 0.000, 0.002, 0.000, 0.000, 0.000, 0.246, 0.854, 0.372, 1.905, 0.010, 0.081, 0.002, 0.053, 0.000, 0.040, 0.261, 0.339, 0.028, 0.453, 0.131, 0.000, 0.012, 1.154, 0.977, 0.126, 1.412, 0.213, 0.457, 0.047, 0.030, 2.111, 0.076, 0.002, 0.000, 0.023, 0.000, 0.023, 0.244, 0.017, 0.101, 0.634, 0.108, 0.970, 0.000, 0.439, 0.830, 2.893, 0.306, 0.317, 0.771, 0.012, 0.083, 0.013, 0.266, 0.027, 0.304, 0.000, 0.055, 0.000, 0.000, 0.005, 0.000, 0.497, 0.502, 0.321, 0.842, 0.251, 0.012, 0.329, 2.820, 0.005, 0.008, 0.229, 3.955, 21.316, 3.402, 52071, 60205
DavysCousins1725p , C:\Users\gleicher\DigHum\Novels\1720-1739\DavysCousins1725p.txt , 1720-1739 , 2.790, 0.908, 0.013, 0.689, 0.452, 0.112, 1.261, 0.280, 0.435, 0.986, 0.448, 0.430, 1.494, 1.567, 0.215, 0.198, 0.228, 0.069, 0.004, 0.654, 1.279, 1.253, 0.641, 0.344, 0.004, 0.116, 0.000, 0.491, 0.095, 1.429, 0.034, 0.573, 1.468, 0.013, 0.452, 0.000, 0.056, 0.009, 0.762, 0.004, 0.009, 0.000, 0.000, 0.000, 0.004, 0.000, 0.202, 0.861, 0.271, 2.196, 0.017, 0.030, 0.004, 0.043, 0.000, 0.039, 0.172, 0.310, 0.009, 0.585, 0.047, 0.009, 0.013, 0.908, 1.025, 0.000, 1.322, 0.194, 0.400, 0.017, 0.034, 1.782, 0.043, 0.000, 0.000, 0.000, 0.009, 0.017, 0.349, 0.000, 0.133, 0.852, 0.052, 1.223, 0.000, 0.293, 0.616, 2.738, 0.310, 0.288, 0.620, 0.000, 0.125, 0.043, 0.215, 0.022, 0.327, 0.000, 0.047, 0.004, 0.004, 0.009, 0.000, 0.314, 0.568, 0.362, 0.689, 0.301, 0.000, 0.327, 3.633, 0.000, 0.009, 0.250, 1.468, 23.918, 3.694, 19565, 23229
DavysFamiliarLetters1725p , C:\Users\gleicher\DigHum\Novels\1720-1739\DavysFamiliarLetters1725p.txt , 1720-1739 , 2.619, 1.116, 0.007, 0.381, 0.466, 0.171, 1.411, 0.335, 0.322, 1.378, 0.361, 0.505, 1.897, 1.667, 0.158, 0.164, 0.105, 0.046, 0.000, 0.866, 2.186, 1.070, 0.368, 0.558, 0.000, 0.072, 0.000, 0.742, 0.059, 1.687, 0.039, 0.617, 1.812, 0.013, 0.427, 0.000, 0.013, 0.020, 0.400, 0.000, 0.020, 0.000, 0.000, 0.007, 0.000, 0.000, 0.249, 0.788, 0.374, 1.109, 0.013, 0.007, 0.007, 0.033, 0.000, 0.059, 0.368, 0.256, 0.020, 0.361, 0.144, 0.000, 0.000, 0.912, 0.965, 0.007, 1.510, 0.203, 0.788, 0.026, 0.085, 2.035, 0.026, 0.000, 0.000, 0.007, 0.007, 0.039, 0.322, 0.020, 0.098, 0.755, 0.177, 1.306, 0.000, 0.617, 0.880, 2.448, 0.249, 0.322, 0.722, 0.000, 0.118, 0.026, 0.236, 0.039, 0.269, 0.000, 0.085, 0.013, 0.007, 0.000, 0.000, 0.177, 0.236, 0.210, 0.374, 0.184, 0.000, 0.263, 1.831, 0.000, 0.007, 0.118, 1.799, 25.942, 4.385, 12580, 15234
DavysReformedCoquette1724p , C:\Users\gleicher\DigHum\Novels\1720-1739\DavysReformedCoquette1724p.txt , 1720-1739 , 2.193, 1.131, 0.004, 0.368, 0.534, 0.110, 1.073, 0.419, 0.271, 1.139, 0.426, 0.413, 1.738, 1.169, 0.138, 0.150, 0.174, 0.017, 0.002, 0.682, 2.024, 1.156, 0.523, 0.426, 0.023, 0.191, 0.000, 0.574, 0.095, 1.507, 0.032, 0.390, 1.598, 0.028, 0.279, 0.002, 0.030, 0.000, 1.499, 0.000, 0.006, 0.000, 0.000, 0.004, 0.000, 0.000, 0.263, 0.815, 0.474, 1.514, 0.006, 0.047, 0.013, 0.051, 0.002, 0.028, 0.307, 0.296, 0.017, 0.404, 0.070, 0.008, 0.013, 1.006, 0.946, 0.000, 1.241, 0.180, 0.762, 0.036, 0.032, 2.884, 0.049, 0.002, 0.000, 0.011, 0.004, 0.025, 0.292, 0.006, 0.074, 0.656, 0.061, 1.008, 0.000, 0.466, 0.849, 2.555, 0.296, 0.296, 0.616, 0.006, 0.047, 0.011, 0.239, 0.028, 0.305, 0.002, 0.074, 0.002, 0.004, 0.011, 0.000, 0.315, 0.320, 0.383, 0.661, 0.167, 0.004, 0.216, 2.759, 0.008, 0.008, 0.197, 2.286, 24.580, 3.963, 38899, 47234
DavysTheLadysTale1725p , C:\Users\gleicher\DigHum\Novels\1720-1739\DavysTheLadysTale1725p.txt , 1720-1739 , 3.754, 1.177, 0.018, 0.953, 0.523, 0.088, 1.313, 0.321, 0.330, 1.040, 0.454, 0.532, 1.860, 1.645, 0.169, 0.148, 0.330, 0.021, 0.009, 0.674, 1.570, 1.149, 0.466, 0.414, 0.027, 0.157, 0.000, 0.454, 0.088, 1.313, 0.021, 0.475, 1.370, 0.009, 0.481, 0.000, 0.042, 0.003, 0.907, 0.000, 0.033, 0.000, 0.000, 0.000, 0.000, 0.000, 0.218, 0.817, 0.296, 1.797, 0.012, 0.018, 0.003, 0.064, 0.000, 0.039, 0.433, 0.290, 0.030, 0.493, 0.112, 0.012, 0.015, 0.935, 1.110, 0.000, 1.397, 0.169, 0.547, 0.027, 0.039, 2.275, 0.057, 0.006, 0.000, 0.024, 0.000, 0.012, 0.233, 0.012, 0.118, 0.808, 0.073, 1.016, 0.000, 0.302, 0.820, 2.765, 0.287, 0.302, 0.626, 0.003, 0.100, 0.021, 0.160, 0.030, 0.290, 0.000, 0.033, 0.006, 0.000, 0.009, 0.000, 0.312, 0.269, 0.287, 0.611, 0.224, 0.000, 0.275, 2.320, 0.003, 0.006, 0.154, 1.818, 23.683, 4.005, 27281, 33062
DefoeCaptainSingleton1720p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeCaptainSingleton1720p.txt , 1720-1739 , 0.832, 0.361, 0.005, 0.236, 0.398, 0.051, 1.419, 0.353, 0.205, 0.985, 0.316, 0.720, 0.685, 0.926, 0.069, 0.107, 0.042, 0.006, 0.001, 0.865, 4.039, 2.139, 0.547, 0.750, 0.020, 0.094, 0.000, 0.385, 0.076, 0.958, 0.024, 0.233, 2.024, 0.002, 0.368, 0.000, 0.025, 0.008, 0.457, 0.000, 0.003, 0.000, 0.001, 0.003, 0.000, 0.000, 0.194, 0.625, 0.095, 2.749, 0.021, 0.060, 0.002, 0.040, 0.000, 0.009, 1.826, 0.120, 0.005, 0.578, 0.061, 0.006, 0.014, 1.337, 1.041, 0.012, 1.244, 0.232, 0.309, 0.046, 0.025, 0.485, 0.027, 0.001, 0.000, 0.015, 0.000, 0.019, 0.278, 0.011, 0.107, 0.618, 0.115, 1.509, 0.000, 0.859, 0.504, 3.279, 0.246, 0.267, 0.878, 0.008, 0.062, 0.021, 0.296, 0.027, 0.181, 0.004, 0.048, 0.003, 0.001, 0.002, 0.000, 0.341, 0.453, 0.272, 0.693, 0.263, 0.012, 0.321, 1.404, 0.002, 0.002, 0.164, 1.843, 27.501, 1.777, 110529, 128169
DefoeColonelJack1723p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeColonelJack1723p.txt , 1720-1739 , 2.525, 0.874, 0.004, 0.782, 0.318, 0.074, 1.338, 0.383, 0.189, 0.959, 0.298, 0.541, 0.805, 1.135, 0.092, 0.086, 0.097, 0.010, 0.001, 0.536, 2.172, 1.447, 0.549, 0.444, 0.026, 0.127, 0.001, 0.532, 0.082, 1.175, 0.016, 0.370, 2.022, 0.003, 0.418, 0.002, 0.033, 0.004, 0.794, 0.001, 0.007, 0.000, 0.001, 0.003, 0.000, 0.000, 0.215, 0.539, 0.193, 2.469, 0.020, 0.007, 0.004, 0.043, 0.001, 0.027, 0.449, 0.204, 0.017, 0.666, 0.053, 0.005, 0.010, 1.100, 1.207, 0.006, 1.281, 0.189, 0.373, 0.037, 0.028, 0.822, 0.046, 0.004, 0.000, 0.021, 0.000, 0.019, 0.275, 0.009, 0.071, 0.565, 0.110, 1.385, 0.000, 0.582, 0.715, 2.634, 0.320, 0.345, 0.825, 0.014, 0.076, 0.025, 0.260, 0.027, 0.226, 0.003, 0.038, 0.003, 0.002, 0.005, 0.000, 0.397, 0.312, 0.266, 0.690, 0.283, 0.005, 0.234, 2.052, 0.001, 0.003, 0.135, 1.784, 26.882, 3.554, 122740, 146767
DefoeJournalPlagueYear1722p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeJournalPlagueYear1722p.txt , 1720-1739 , 0.768, 0.486, 0.002, 0.153, 0.329, 0.072, 1.494, 0.412, 0.136, 0.924, 0.298, 0.688, 0.449, 1.974, 0.100, 0.290, 0.099, 0.012, 0.000, 0.592, 2.792, 1.728, 0.569, 0.609, 0.011, 0.096, 0.004, 1.107, 0.064, 1.027, 0.006, 0.884, 2.132, 0.006, 0.273, 0.005, 0.050, 0.026, 0.508, 0.000, 0.006, 0.000, 0.003, 0.002, 0.000, 0.000, 0.251, 0.474, 0.085, 2.988, 0.026, 0.009, 0.000, 0.054, 0.000, 0.026, 0.317, 0.127, 0.005, 0.484, 0.064, 0.005, 0.029, 1.131, 1.043, 0.012, 1.226, 0.192, 0.217, 0.024, 0.026, 0.287, 0.016, 0.001, 0.000, 0.012, 0.006, 0.029, 0.384, 0.044, 0.132, 0.674, 0.130, 1.889, 0.000, 0.715, 0.671, 2.448, 0.388, 0.328, 0.815, 0.006, 0.076, 0.037, 0.319, 0.019, 0.224, 0.004, 0.018, 0.003, 0.004, 0.002, 0.000, 0.293, 0.227, 0.309, 0.808, 0.275, 0.056, 0.243, 1.192, 0.003, 0.005, 0.103, 1.875, 29.354, 3.094, 92140, 108613
DefoeMemoirsCavalier1720p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeMemoirsCavalier1720p.txt , 1720-1739 , 1.030, 0.407, 0.002, 0.404, 0.270, 0.051, 1.272, 0.351, 0.203, 0.902, 0.226, 0.457, 0.753, 1.430, 0.103, 0.086, 0.089, 0.026, 0.000, 0.605, 3.099, 1.885, 0.581, 0.521, 0.003, 0.037, 0.001, 1.568, 0.087, 1.437, 0.014, 0.408, 2.130, 0.013, 0.165, 0.003, 0.019, 0.002, 0.361, 0.000, 0.018, 0.000, 0.000, 0.002, 0.000, 0.000, 0.138, 0.626, 0.059, 2.929, 0.013, 0.048, 0.001, 0.061, 0.000, 0.016, 0.852, 0.498, 0.001, 0.407, 0.045, 0.001, 0.010, 0.930, 0.841, 0.087, 1.584, 0.179, 0.116, 0.008, 0.017, 0.217, 0.023, 0.002, 0.001, 0.008, 0.003, 0.010, 0.342, 0.014, 0.093, 0.593, 0.095, 1.327, 0.000, 0.700, 0.560, 3.598, 0.226, 0.603, 0.845, 0.006, 0.082, 0.023, 0.279, 0.022, 0.218, 0.002, 0.031, 0.003, 0.003, 0.001, 0.000, 0.246, 0.635, 0.257, 0.615, 0.231, 0.026, 0.250, 1.814, 0.004, 0.005, 0.154, 2.738, 28.257, 2.398, 103277, 118496
DefoeMollFlanders1722p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeMollFlanders1722p.txt , 1720-1739 , 3.307, 1.050, 0.006, 1.068, 0.381, 0.108, 1.403, 0.340, 0.239, 1.094, 0.377, 0.656, 1.057, 1.201, 0.080, 0.135, 0.099, 0.027, 0.003, 0.451, 1.776, 1.167, 0.526, 0.370, 0.049, 0.112, 0.002, 0.437, 0.065, 1.293, 0.026, 0.418, 1.753, 0.011, 0.435, 0.003, 0.040, 0.008, 0.853, 0.001, 0.008, 0.000, 0.003, 0.002, 0.001, 0.000, 0.204, 0.615, 0.105, 2.528, 0.014, 0.009, 0.002, 0.049, 0.000, 0.014, 0.290, 0.186, 0.010, 0.627, 0.057, 0.007, 0.014, 1.326, 1.299, 0.003, 1.299, 0.205, 0.317, 0.027, 0.026, 0.688, 0.049, 0.003, 0.000, 0.014, 0.001, 0.019, 0.265, 0.017, 0.065, 0.653, 0.130, 1.344, 0.000, 0.423, 0.687, 2.588, 0.334, 0.334, 0.829, 0.013, 0.074, 0.031, 0.228, 0.012, 0.264, 0.003, 0.011, 0.004, 0.001, 0.003, 0.000, 0.439, 0.372, 0.297, 0.614, 0.346, 0.008, 0.250, 2.532, 0.005, 0.001, 0.172, 1.998, 24.658, 2.938, 129325, 151839
DefoeRoxana1724p , C:\Users\gleicher\DigHum\Novels\1720-1739\DefoeRoxana1724p.txt , 1720-1739 , 3.012, 0.930, 0.007, 0.874, 0.356, 0.098, 1.290, 0.319, 0.186, 0.908, 0.378, 0.637, 1.061, 1.128, 0.074, 0.104, 0.093, 0.022, 0.001, 0.443, 1.635, 1.089, 0.469, 0.344, 0.046, 0.121, 0.001, 0.450, 0.061, 1.247, 0.019, 0.377, 1.619, 0.003, 0.438, 0.002, 0.030, 0.008, 0.849, 0.001, 0.007, 0.000, 0.002, 0.008, 0.000, 0.000, 0.219, 0.582, 0.095, 2.458, 0.011, 0.011, 0.004, 0.030, 0.001, 0.019, 0.233, 0.144, 0.011, 0.554, 0.068, 0.003, 0.018, 1.014, 1.279, 0.003, 1.309, 0.226, 0.356, 0.019, 0.019, 0.780, 0.053, 0.006, 0.000, 0.028, 0.001, 0.027, 0.333, 0.008, 0.073, 0.602, 0.133, 1.416, 0.000, 0.424, 0.679, 2.417, 0.328, 0.328, 0.751, 0.008, 0.062, 0.021, 0.199, 0.015, 0.266, 0.000, 0.018, 0.006, 0.002, 0.004, 0.000, 0.302, 0.328, 0.271, 0.680, 0.218, 0.002, 0.219, 2.872, 0.002, 0.001, 0.158, 2.016, 28.480, 3.713, 130011, 159910
HaywoodBritishRecluse1724p , C:\Users\gleicher\DigHum\Novels\1720-1739\HaywoodBritishRecluse1724p.txt , 1720-1739 , 3.277, 1.058, 0.009, 0.816, 0.643, 0.188, 1.384, 0.426, 0.278, 1.386, 0.439, 0.598, 1.786, 1.690, 0.227, 0.176, 0.291, 0.051, 0.002, 0.568, 1.334, 1.137, 0.394, 0.413, 0.015, 0.041, 0.000, 0.501, 0.075, 1.996, 0.015, 0.883, 1.816, 0.004, 0.396, 0.004, 0.032, 0.004, 0.480, 0.002, 0.019, 0.000, 0.000, 0.002, 0.000, 0.000, 0.186, 0.613, 0.174, 2.204, 0.017, 0.013, 0.002, 0.056, 0.000, 0.021, 0.218, 0.341, 0.006, 0.328, 0.071, 0.013, 0.011, 1.159, 1.092, 0.073, 1.260, 0.253, 0.251, 0.019, 0.041, 1.178, 0.069, 0.000, 0.000, 0.017, 0.000, 0.028, 0.394, 0.009, 0.107, 0.895, 0.058, 1.300, 0.000, 0.210, 0.688, 2.223, 0.251, 0.386, 0.544, 0.002, 0.096, 0.054, 0.218, 0.024, 0.306, 0.002, 0.009, 0.006, 0.002, 0.002, 0.000, 0.296, 0.146, 0.281, 0.521, 0.236, 0.004, 0.257, 2.639, 0.013, 0.004, 0.122, 1.071, 25.854, 5.417, 38336, 46685
HaywoodFantomina1724p , C:\Users\gleicher\DigHum\Novels\1720-1739\HaywoodFantomina1724p.txt , 1720-1739 , 0.531, 0.310, 0.000, 0.022, 0.767, 0.184, 1.386, 0.435, 0.251, 1.378, 0.398, 0.568, 1.784, 1.209, 0.081, 0.118, 0.228, 0.037, 0.000, 0.582, 1.437, 1.393, 0.523, 0.457, 0.007, 0.029, 0.000, 0.509, 0.111, 1.739, 0.044, 0.582, 1.968, 0.007, 0.369, 0.000, 0.015, 0.000, 0.251, 0.000, 0.052, 0.000, 0.000, 0.000, 0.000, 0.000, 0.140, 0.715, 0.125, 3.088, 0.037, 0.015, 0.000, 0.066, 0.000, 0.015, 0.103, 0.251, 0.007, 0.317, 0.044, 0.022, 0.007, 1.120, 1.297, 0.140, 1.319, 0.295, 0.192, 0.037, 0.066, 0.796, 0.066, 0.015, 0.000, 0.029, 0.000, 0.015, 0.295, 0.000, 0.111, 1.091, 0.103, 1.577, 0.000, 0.258, 0.825, 2.403, 0.236, 0.413, 0.685, 0.000, 0.111, 0.066, 0.147, 0.029, 0.332, 0.007, 0.007, 0.000, 0.000, 0.000, 0.000, 0.339, 0.383, 0.339, 0.685, 0.361, 0.000, 0.295, 5.137, 0.007, 0.007, 0.273, 1.437, 24.189, 5.137, 11388, 13568
