id,name,step,ego
99171Q,Zignals,2,Ford Motor Co
87981Z,Tech Mahindra Ltd,2,Ford Motor Co
14349R,Carnegie Mellon University,2,Ford Motor Co
29133L,Emirates Telecommun Corp,2,Ford Motor Co
91732X,USTelematics Inc,2,Ford Motor Co
26968K,Eagle Investment Systems LLC,2,Ford Motor Co
77495C,Rodale Inc,2,Ford Motor Co
607409,MTS,2,Ford Motor Co
36145I,GAZ,2,Ford Motor Co
43625Z,Hollywood Reporter,2,Ford Motor Co
46852Y,InfoGin,2,Ford Motor Co
44708Z,InQuira Inc,2,Ford Motor Co
282914,8x8 Inc,2,Ford Motor Co
88973K,TomTom NV,2,Ford Motor Co
438516,Honeywell International Inc,2,Ford Motor Co
896239,Trimble Navigation Ltd,2,Ford Motor Co
12389Z,Travelport Inc,2,Ford Motor Co
05844L,LG Electronics Inc,2,Ford Motor Co
91808A,Uzavtosanoat JSC,2,Ford Motor Co
07677L,Beijing Tianyu Commun Equip Co,2,Ford Motor Co
41210H,Harbin Light Truck Factory Co,2,Ford Motor Co
747277,QLogic Corp,2,Ford Motor Co
007903,Advanced Micro Devices Inc,2,Ford Motor Co
03662Q,ANSYS Inc,2,Ford Motor Co
90046V,Turtle Top,2,Ford Motor Co
27063Y,e-Future Information Tech Inc,2,Ford Motor Co
48512V,KTK Group,2,Ford Motor Co
865617,Sumitomo Electric Industries,2,Ford Motor Co
73094M,PointRoll Inc,2,Ford Motor Co
48592R,Laboratoriya Kasperskogo,2,Ford Motor Co
02364W,America Movil SAB de CV,2,Ford Motor Co
67066G,NVIDIA Corp,2,Ford Motor Co
460915,Intrawest Corp,2,Ford Motor Co
60367Z,Ministry of Economic Affairs,2,Ford Motor Co
37511E,Giesecke & Devrient GmbH,2,Ford Motor Co
16941M,CML,2,Ford Motor Co
01407Z,Aldata Solution Oyj,2,Ford Motor Co
444486,Hughes Telematics Inc,2,Ford Motor Co
027904,American Medical Alert Corp,2,Ford Motor Co
37872X,Global Holding Corp Pvt Ltd,2,Ford Motor Co
89915P,Tulip Telecom Ltd,2,Ford Motor Co
855244,Starbucks Corp,2,Ford Motor Co
653929,Nielsen Media Research Inc,2,Ford Motor Co
01238J,Alibaba Group Holding Ltd,2,Ford Motor Co
80560Y,Saxo Bank A/S,2,Ford Motor Co
71532K,Persistent Systems Ltd,2,Ford Motor Co
865613,Sumitomo Corp,2,Ford Motor Co
73665N,PropertyGuru Group,2,Ford Motor Co
47660L,Jinni Media Ltd,2,Ford Motor Co
139859,ABC Inc,2,Ford Motor Co
J75390,Showa Shell Sekiyu KK,2,Ford Motor Co
X7548N,Sollers,2,Ford Motor Co
01150H,AgreeYa Solutions Inc,2,Ford Motor Co
43341Q,Hitachi Consulting Corp,2,Ford Motor Co
369604,GE,2,Ford Motor Co
36069Q,GE Healthcare,2,Ford Motor Co
J18807,GREE Inc,2,Ford Motor Co
70330E,Patria Industries Oyj,2,Ford Motor Co
30712Z,Fandango Inc,2,Ford Motor Co
62512M,Movideo Pty Ltd,2,Ford Motor Co
109473,Brightpoint Inc,2,Ford Motor Co
067774,Barnes & Noble Inc,2,Ford Motor Co
93561J,Twilio Inc,2,Ford Motor Co
G7771K,Sage Group PLC,2,Ford Motor Co
25470M,DISH Network Corp,2,Ford Motor Co
12871A,CNBC,2,Ford Motor Co
87969N,Telstra Corp Ltd,2,Ford Motor Co
G1151C,Accenture PLC,2,Ford Motor Co
08517X,Bermaz Motor Sdn Bhd,2,Ford Motor Co
69161J,PPTV Online Television,2,Ford Motor Co
25874M,DotNetNuke Corp,2,Ford Motor Co
037833,Apple Inc,2,Ford Motor Co
38259P,Google Inc,2,Ford Motor Co
29962V,EVault Inc,2,Ford Motor Co
60979E,MolecularHealth Inc,2,Ford Motor Co
Y7324A,Rolta India Ltd,2,Ford Motor Co
62874Z,NBC Sports,2,Ford Motor Co
370442,General Motors Corp,0,General Motors Corp
02364J,America Online Inc,1,General Motors Corp
64122R,Netzero Inc,1,General Motors Corp
12677E,CCBN.com Inc,2,General Motors Corp
48772T,Kelley Blue Book Co Inc,1,General Motors Corp
233220,DME Interactive Holdings Inc,2,General Motors Corp
49689H,Kinkos Inc,2,General Motors Corp
68338T,Onvia.com Inc,2,General Motors Corp
12427P,BuyerZone.com Inc,2,General Motors Corp
892331,Toyota Motor Corp,1,General Motors Corp
43740K,HomeGrocer.com,2,General Motors Corp
345370,Ford Motor Co,1,General Motors Corp
D1668R,DaimlerChrysler AG,1,General Motors Corp
759673,Renault SA,1,General Motors Corp
654743,Nissan Motor Co Ltd,1,General Motors Corp
200693,Commerce One Inc,1,General Motors Corp
68389X,Oracle Corp,1,General Motors Corp
812387,Sears Roebuck & Co,2,General Motors Corp
14442Q,Carrefour SA,2,General Motors Corp
039381,Arch Communications Group Inc,2,General Motors Corp
654902,Nokia Oyj,2,General Motors Corp
62008K,Motorola Corp,2,General Motors Corp
578785,Mazda Motor Corp,2,General Motors Corp
928856,AB Volvo,2,General Motors Corp
75029X,RTS Wireless Inc,2,General Motors Corp
803054,SAP AG,2,General Motors Corp
464899,Ispat International NV,2,General Motors Corp
705015,Pearson PLC,2,General Motors Corp
04516V,Asia Pulp & Paper Co Ltd,2,General Motors Corp
620076,Motorola Solutions Inc,2,General Motors Corp
79604T,Samsung Group,2,General Motors Corp
997991,Austar United Communications,2,General Motors Corp
166751,Chevron Corp,2,General Motors Corp
58176Q,McLane Co Inc,2,General Motors Corp
835699,Sony Corp,2,General Motors Corp
889144,Tokyu Corp,2,General Motors Corp
315621,Fiat SpA,1,General Motors Corp
126828,Cable & Wireless HKT,2,General Motors Corp
852061,Sprint Nextel Corp,2,General Motors Corp
07739F,Beijing Entrp Hldg Ltd,2,General Motors Corp
45048Y,i-Cable Ventures,2,General Motors Corp
47131T,Jardine Internet,2,General Motors Corp
64889R,New World China Entrp Projects,2,General Motors Corp
86729P,SUNeVision Holdings Ltd,2,General Motors Corp
87080Y,Swire Net Ventures,2,General Motors Corp
14584X,"WI Harper,Hong Kong",2,General Motors Corp
594918,Microsoft Corp,1,General Motors Corp
313388,Federal Home Loan Banks,1,General Motors Corp
16161A,"Chase Manhattan Corp,NY",1,General Motors Corp
949746,Wells Fargo & Co,1,General Motors Corp
313400,Freddie Mac,2,General Motors Corp
36186M,GMAC Residential Funding Corp,2,General Motors Corp
060505,Bank of America Corp,2,General Motors Corp
669384,Norwest Mortgage Inc,2,General Motors Corp
08589Q,Bertelsmann AG,2,General Motors Corp
746144,Purchasepro.com Inc,2,General Motors Corp
640933,"NetBank Inc,Alpharetta,GA",2,General Motors Corp
526057,Lennar Corp,2,General Motors Corp
486168,Kaufman & Broad Home Corp,2,General Motors Corp
152312,Centex Corp,2,General Motors Corp
23331A,DR Horton Inc,2,General Motors Corp
745867,Pulte Homes Inc,2,General Motors Corp
44858L,Hutchison Port Holdings Ltd,2,General Motors Corp
00036X,AAPT Ltd,2,General Motors Corp
62853L,Myplay Inc,2,General Motors Corp
111021,British Telecommunications PLC,2,General Motors Corp
00209A,AT&T Wireless Services Inc,2,General Motors Corp
04641K,AssureWeb Ltd,2,General Motors Corp
69311H,PS Engineering SA,2,General Motors Corp
83327A,Softad Group Inc,2,General Motors Corp
351777,France,2,General Motors Corp
50706Z,Lagardere SCA,2,General Motors Corp
83397Z,SEPI,2,General Motors Corp
Y52764,LG International Corp,2,General Motors Corp
50195P,LG-EDS Systems Inc,2,General Motors Corp
23340Z,Dacom Corp,2,General Motors Corp
50300V,Kumho Industrial Co,2,General Motors Corp
20507V,Compaq Korea,2,General Motors Corp
79603K,Samil Accounting Corp,2,General Motors Corp
12449M,Cable & Wireless Optus Lt,2,General Motors Corp
74558E,Publishing & Broadcasting Ltd,2,General Motors Corp
086516,Best Buy Co Inc,2,General Motors Corp
26361H,Dubai Ports Authority,2,General Motors Corp
88985C,Tomax Corp,2,General Motors Corp
74849F,Quios Inc,2,General Motors Corp
247025,Dell Computer Corp,2,General Motors Corp
422209,Healtheon/WebMD Inc,2,General Motors Corp
444859,Humana Inc,2,General Motors Corp
053775,Avis Europe PLC,2,General Motors Corp
465254,Isuzu Motors Ltd,1,General Motors Corp
J78529,Suzuki Motor Corp,1,General Motors Corp
359556,Fuji Heavy Industries Ltd,1,General Motors Corp
83496W,Solix Internet Inc,2,General Motors Corp
984121,Xerox Corp,2,General Motors Corp
437852,Homestore.com Inc,2,General Motors Corp
191216,Coca-Cola Co,2,General Motors Corp
874264,Talk.com Inc,2,General Motors Corp
19074Q,Cobalt Group Inc,2,General Motors Corp
26208A,Driveway Corp,2,General Motors Corp
64121Q,Network Solutions Inc,2,General Motors Corp
811699,SeaChange International Inc,2,General Motors Corp
001957,AT&T Corp,2,General Motors Corp
47110H,Japan Telecom Co Ltd,2,General Motors Corp
05329W,AutoNation Inc,2,General Motors Corp
433578,Hitachi Ltd,2,General Motors Corp
62855J,Myriad Genetics Inc,2,General Motors Corp
761695,The Reynolds & Reynolds Co,1,General Motors Corp
293561,Enron Corp,2,General Motors Corp
459200,IBM Corp,2,General Motors Corp
483111,Kajima Corp,2,General Motors Corp
82455E,Shimizu Corp,2,General Motors Corp
874018,Taisei Corp,2,General Motors Corp
62942Q,NTT Data Corp,2,General Motors Corp
67420F,Obayashi Corp,2,General Motors Corp
87406T,Takenaka Corp,2,General Motors Corp
053331,Autoweb.com Inc,2,General Motors Corp
749121,Qwest Commun Intl Inc,2,General Motors Corp
20337Q,CommVault Systems Inc,2,General Motors Corp
88906Y,Tokai Rubber Industries Ltd,2,General Motors Corp
J13398,FamilyMart Co Ltd,2,General Motors Corp
465717,Itochu Corp,2,General Motors Corp
233806,Dai Nippon Printing Co Ltd,2,General Motors Corp
71945J,Pia Corp,2,General Motors Corp
47110X,Japan Travel Bureau Inc,2,General Motors Corp
923436,Veritas Software Corp,2,General Motors Corp
866810,Sun Microsystems Inc,2,General Motors Corp
37607F,Giner Inc,1,General Motors Corp
887315,Time Warner,2,General Motors Corp
64098A,NetLibrary Inc,2,General Motors Corp
G3788V,Gemstar International Group,2,General Motors Corp
45718Y,Ingram Book Group,2,General Motors Corp
067846,barnesandnoble.com Inc,2,General Motors Corp
00310Q,AV Labs,2,General Motors Corp
438128,Honda Motor Co Ltd,1,General Motors Corp
27947A,Edel AG,2,General Motors Corp
576879,Matsushita Electric Industrial,2,General Motors Corp
87938V,Telefonica Moviles SA,2,General Motors Corp
63486H,NBA,2,General Motors Corp
97814Y,Womens Natl Basketball Assn,2,General Motors Corp
40208V,Gujarat,2,General Motors Corp
126830,Cable & Wireless PLC,2,General Motors Corp
48265R,KPMG Consulting Inc,2,General Motors Corp
17275R,Cisco Systems Inc,2,General Motors Corp
901314,24/7 Real Media Inc,2,General Motors Corp
1008ZS,Telia AB,2,General Motors Corp
62962J,NTT ME Corp,2,General Motors Corp
804098,Satyam Computer Services Ltd,2,General Motors Corp
14433V,Carphone Warehouse Group PLC,2,General Motors Corp
804099,Satyam Infoway Ltd,2,General Motors Corp
50196Y,LG Electronics Inc,2,General Motors Corp
796050,Samsung Electronics Co Ltd,2,General Motors Corp
891493,Toshiba Corp,2,General Motors Corp
87938W,Telefonica Internacional SA,2,General Motors Corp
00444C,Acea SpA,2,General Motors Corp
879382,Telefonica SA,2,General Motors Corp
45167F,IFIL SpA,2,General Motors Corp
545735,Loudcloud Inc,2,General Motors Corp
88910U,Tokyo Gas Co Ltd,2,General Motors Corp
816078,Sekisui House Ltd,2,General Motors Corp
043389,Asahi Chemical Industry Co Ltd,2,General Motors Corp
86565F,Sumitomo Forestry Co Ltd,2,General Motors Corp
889090,Tokio Marine & Fire Insurance,2,General Motors Corp
204493,Compaq Computer Corp,2,General Motors Corp
81797V,SSI Technologies,2,General Motors Corp
17255F,Circle K Japan Co Ltd,2,General Motors Corp
359590,Fujitsu Ltd,2,General Motors Corp
86737X,Sunkus & Associates Inc,2,General Motors Corp
65369Q,Nichimen Corp,2,General Motors Corp
803030,Sanwa Bank Ltd,2,General Motors Corp
889061,Tokai Bank Ltd,2,General Motors Corp
12416L,NTT Communications Corp,2,General Motors Corp
606769,Mitsubishi Corp,2,General Motors Corp
404429,HA-LO Industries Inc,2,General Motors Corp
60367X,MITI(Japan),2,General Motors Corp
629050,NEC Corp,2,General Motors Corp
606827,Mitsui & Co Ltd,2,General Motors Corp
46525V,Isuzu Motors of America Inc,1,General Motors Corp
172967,Citigroup Inc,2,General Motors Corp
60756J,Modern Technologies,2,General Motors Corp
J59399,NTT DOCOMO Inc,2,General Motors Corp
747525,Qualcomm Inc,2,General Motors Corp
62853H,MiPic Corp(Mitsui & Co Ltd),2,General Motors Corp
30231G,Exxon Mobil Corp,1,General Motors Corp
J57891,Nissho Iwai Corp,2,General Motors Corp
82923F,Sinar Mas Group,2,General Motors Corp
Y1466W,China Internet Global Alliance,2,General Motors Corp
04632P,Astra International Tbk PT,2,General Motors Corp
28411Q,eLabor Inc,2,General Motors Corp
458140,Intel Corp,2,General Motors Corp
60367G,Ministry of Economic Affairs,2,General Motors Corp
456788,Infosys Technologies Ltd,2,General Motors Corp
066011,Bank of Yokohama Ltd,2,General Motors Corp
88560F,Three F Co Ltd,2,General Motors Corp
88923C,Tokyo FM Broadcasting Co Ltd,2,General Motors Corp
24903F,Dentsu East Japan Inc(Dentsu),2,General Motors Corp
68368J,Open Ratings Inc,2,General Motors Corp
J12075,Denso Corp,2,General Motors Corp
18051M,Clarion Co Ltd,2,General Motors Corp
00956T,Aisin AW Co Ltd,2,General Motors Corp
98387R,Xanavi Informatics Corp,2,General Motors Corp
03343L,Arthur Andersen LLP,2,General Motors Corp
053499,Avaya Inc,2,General Motors Corp
41068W,Hanny Holdings Ltd,2,General Motors Corp
91860J,VIS Entertainment PLC,2,General Motors Corp
144500,Carrier1 International SA,2,General Motors Corp
23559R,DDI Corp,2,General Motors Corp
501556,KYOCERA Corp,2,General Motors Corp
204912,Computer Assoc Intl Inc,2,General Motors Corp
09347M,Blaupunkt(International)GmbH,2,General Motors Corp
31545F,Femsa Logistica,2,General Motors Corp
09185V,BlackVoices.com,1,General Motors Corp
859205,Sterling Commerce Inc,2,General Motors Corp
29416R,eOutdoors,2,General Motors Corp
233804,Dai-Ichi Kangyo Bank Ltd,2,General Motors Corp
359552,Fuji Bank Ltd,2,General Motors Corp
456033,Industrial Bank of Japan Ltd,2,General Motors Corp
699173,Parametric Technology Corp,2,General Motors Corp
24902Q,Dentsu Inc,2,General Motors Corp
04339R,Asahi National Broadcasting Co,2,General Motors Corp
83096K,SKY Perfect Communications Inc,2,General Motors Corp
865613,Sumitomo Corp,2,General Motors Corp
803038,Sanyo Electric Co Ltd,2,General Motors Corp
925843,JVC,2,General Motors Corp
819882,Sharp Corp,2,General Motors Corp
50313E,KDDI Corp,2,General Motors Corp
87880N,Tecstar Inc,1,General Motors Corp
606793,Mitsubishi Heavy Industries,2,General Motors Corp
251566,Deutsche Telekom AG,2,General Motors Corp
83329J,Softline AG,2,General Motors Corp
290140,Eloquent Inc,2,General Motors Corp
81924X,Shanghai Auto Industrial,1,General Motors Corp
013904,Alcatel Lucent SA,2,General Motors Corp
654624,NTT,2,General Motors Corp
286045,Electronics Boutique Holdings,2,General Motors Corp
636491,National Info Consortium Inc,2,General Motors Corp
49712K,Kinokuniya Co Ltd,2,General Motors Corp
J44131,Mitsubishi Motors Corp,2,General Motors Corp
17041P,ChangAn Auto Electn Co Ltd,2,General Motors Corp
91221Y,UGS Corp,2,General Motors Corp
48190R,JTC Corp,2,General Motors Corp
45940F,Interchange Group BV,2,General Motors Corp
917311,USinternetworking Inc,2,General Motors Corp
896682,Trintech Group PLC,2,General Motors Corp
90211F,Two Way TV Ltd,2,General Motors Corp
94401Z,Wavexpress Inc,2,General Motors Corp
171605,Chyron Corp,2,General Motors Corp
64094Y,NetVendor Inc,2,General Motors Corp
18681D,Click Commerce Inc,2,General Motors Corp
87252Y,T-Online International AG,2,General Motors Corp
46432X,Ishikawajima-Harima Heavy Inds,2,General Motors Corp
73750N,Portal,2,General Motors Corp
077852,Bell & Howell Co,2,General Motors Corp
077852,Bell & Howell Co,1,General Motors Corp
20923H,CNF Inc,1,General Motors Corp
57687M,Matsushita Electric Works Ltd,2,General Motors Corp
278642,eBay Inc,1,General Motors Corp
38057N,Gold Cup Automobile Corp Ltd,1,General Motors Corp
53579C,LINK2GOV Corp,2,General Motors Corp
59195F,Metro Nashville and Davidson,2,General Motors Corp
23276H,DMR Consulting Group Inc,2,General Motors Corp
40539T,Haier Group Corp,2,General Motors Corp
793774,Sakura Bank Ltd,2,General Motors Corp
065379,Bank of Tokyo-Mitsubishi Ltd,2,General Motors Corp
654619,Nippon Steel Corp,2,General Motors Corp
92335P,Verbrugge de Meyer,2,General Motors Corp
855244,Starbucks Corp,2,General Motors Corp
46058H,Internolix AG,2,General Motors Corp
909214,Unisys Corp,2,General Motors Corp
45790E,INSCI-Statements.com Corp,2,General Motors Corp
89145C,Toshiba Tec Corp,2,General Motors Corp
23752F,Daiseki Co Ltd,2,General Motors Corp
48460T,Kansai Paint Co Ltd,2,General Motors Corp
65390J,Nihon Parkerizing Co Ltd,2,General Motors Corp
98871X,Yushiro Chemical Industry,2,General Motors Corp
20547R,Computer Sys Advisers(M)Bhd,2,General Motors Corp
05275N,Autobytel Inc,1,General Motors Corp
678492,Oki Electric Industry Co Ltd,2,General Motors Corp
64160X,neoIT,2,General Motors Corp
16919K,ChinaEB,2,General Motors Corp
05453R,Avtovaz,1,General Motors Corp
29890L,EBRD,2,General Motors Corp
29890L,EBRD,1,General Motors Corp
428236,Hewlett Packard Co,2,General Motors Corp
83097J,Sky Point SA,2,General Motors Corp
82629L,Siemens Business Services GmbH,2,General Motors Corp
80908F,Scipher PLC,2,General Motors Corp
421924,HealthSouth Corp,2,General Motors Corp
83144W,WH Smith PLC,2,General Motors Corp
717081,Pfizer Inc,2,General Motors Corp
81583R,Sega Corp,2,General Motors Corp
78594X,Friedli Corporate Finance,2,General Motors Corp
00949A,Aisin Seiki Co Ltd,2,General Motors Corp
865617,Sumitomo Electric Industries,2,General Motors Corp
G1150G,Accenture Ltd,2,General Motors Corp
94768C,webMethods Inc,2,General Motors Corp
05323R,Avasta Inc,2,General Motors Corp
56290Z,Mando Corp,1,General Motors Corp
63506Q,NBC,2,General Motors Corp
92999T,WP Publishers & Distributors,2,General Motors Corp
17284X,Citibank e-Business,2,General Motors Corp
064057,"Bank of New York Co Inc,NY",2,General Motors Corp
007974,Advent Software Inc,2,General Motors Corp
748341,Quest Communications Corp,2,General Motors Corp
091935,Blackboard Inc,2,General Motors Corp
24685E,Delight Co,2,General Motors Corp
87969N,Telstra Corp Ltd,2,General Motors Corp
01028J,aligne Inc,2,General Motors Corp
62913Z,NIIT Ltd,2,General Motors Corp
87866N,Telecom New Zealand Ltd,2,General Motors Corp
50008P,Kodansha Ltd,2,General Motors Corp
82502L,Shogakukan Inc,2,General Motors Corp
35958C,Fuji Xerox Co Ltd,2,General Motors Corp
786449,Safeguard Scientifics Inc,2,General Motors Corp
00349K,ArsDigita Corp,2,General Motors Corp
98165T,Working Concepts Inc,2,General Motors Corp
57906A,McAfee.com Corp,2,General Motors Corp
539830,Lockheed Martin Corp,2,General Motors Corp
38372X,Government of Queensland,2,General Motors Corp
61986A,Motor Joy Corp,2,General Motors Corp
53578W,LINKdotNET,2,General Motors Corp
37008C,General Hydrogen Corp,1,General Motors Corp
097023,Boeing Co,2,General Motors Corp
48635Q,Kawasaki Heavy Industries Ltd,2,General Motors Corp
46145I,Investor,2,General Motors Corp
565105,MapInfo Corp,2,General Motors Corp
68268F,OneMade.com Inc,2,General Motors Corp
74123L,Pressplay,2,General Motors Corp
92343E,VeriSign Inc,2,General Motors Corp
05332U,Autotrader.com Inc,2,General Motors Corp
97415P,"Wingcast(Ford Motor,Qualcomm)",2,General Motors Corp
26840K,Egg PLC,2,General Motors Corp
00524H,Acunia NV,2,General Motors Corp
04296T,Artinsoft SA,2,General Motors Corp
364760,Gap Inc,2,General Motors Corp
606776,Mitsubishi Electric Corp,1,General Motors Corp
74246N,Printcafe Inc,1,General Motors Corp
94274R,Wattage Monitor Inc,2,General Motors Corp
31197J,BaldaMikron AG,2,General Motors Corp
86164E,Stone Group Corp,2,General Motors Corp
71818W,Philippine Cyber College,2,General Motors Corp
75628H,Recruit Co Ltd,2,General Motors Corp
00184A,AOL Time Warner Inc,2,General Motors Corp
43480K,Holden International,2,General Motors Corp
87885T,TeleComputing ASA,2,General Motors Corp
78605J,Soyea Technology Co Ltd,2,General Motors Corp
48377M,K-Opticom Corp,2,General Motors Corp
484602,KEPCO,2,General Motors Corp
518129,Lastminute.com PLC,2,General Motors Corp
78705R,Saham Group,2,General Motors Corp
44921L,IBM Japan Ltd,2,General Motors Corp
448882,Hydrogenics Corp,1,General Motors Corp
41155X,Hanvit Bank,2,General Motors Corp
81945H,Shanghai City Government,2,General Motors Corp
05697F,BT Openworld,2,General Motors Corp
166764,ChevronTexaco Corp,1,General Motors Corp
826197,Siemens AG,2,General Motors Corp
12121P,Burger King Corp,2,General Motors Corp
81975F,Shanghai Elec(Grp)Corp,2,General Motors Corp
60718J,Mitsubishi Elec Bldg Tech-Svc,2,General Motors Corp
99023M,Zhongguancun Tech Dvlp Hldgs,2,General Motors Corp
48268K,KT Corp,2,General Motors Corp
815704,SeeBeyond Technology Corp,2,General Motors Corp
81942H,SAIC,2,General Motors Corp
81942H,SAIC,1,General Motors Corp
34645C,Formosa Automobile Corp,1,General Motors Corp
615649,Benjamin-Moore & Co,2,General Motors Corp
05383C,Avinon Inc,2,General Motors Corp
07714W,Beijing Centergate Tech(Hldg),2,General Motors Corp
903849,Ultimate Electronics Inc,2,General Motors Corp
16971F,China Star Microelectronics,2,General Motors Corp
99025E,Zhongxing Microelectronics,2,General Motors Corp
16924X,CNOOC,2,General Motors Corp
84764M,SpeechWorks International Inc,2,General Motors Corp
03615J,Anoto Group AB,2,General Motors Corp
294821,Telefonaktiebolaget LM,2,General Motors Corp
86823R,Super Steel Schenectady Inc,2,General Motors Corp
05268X,Autobacs Seven Co Ltd,2,General Motors Corp
57688F,Matsushita Commun Industrial,2,General Motors Corp
682151,Omron Corp,2,General Motors Corp
723646,Pioneer Corp,2,General Motors Corp
89857T,Tsubasa System Co Ltd,2,General Motors Corp
82450N,Shihlin Electric & Engineering,2,General Motors Corp
25186X,T-Mobile International AG,2,General Motors Corp
26948K,EachNet.com,2,General Motors Corp
55026K,Lumileds Lighting LLC,2,General Motors Corp
02216L,Altura International,2,General Motors Corp
00971T,Akamai Technologies Inc,2,General Motors Corp
82004N,Shanghai Alliance Invest Ltd,2,General Motors Corp
00927Q,Airbus Industrie,2,General Motors Corp
83195C,SmartPipes Inc,2,General Motors Corp
92367P,Verizon Wireless Capital LLC,2,General Motors Corp
83527A,Softricity Inc,2,General Motors Corp
82315R,Shenzhen Telecom,2,General Motors Corp
92722K,View22 Technology Inc,2,General Motors Corp
53816A,Wuling Group,1,General Motors Corp
194830,Collins & Aikman Corp,1,General Motors Corp
82929R,Singapore Telecommunications,2,General Motors Corp
98942F,Zenrin Co Ltd,2,General Motors Corp
52475J,Legend Group Ltd,2,General Motors Corp
25364X,Digiland International Ltd,2,General Motors Corp
57675L,Matsushita Electric Co,2,General Motors Corp
J65328,ROHM Co Ltd,2,General Motors Corp
38212Q,Good Technology Inc,2,General Motors Corp
09292M,Boise Office Solutions,1,General Motors Corp
03421K,Andhra Pradesh Government,2,General Motors Corp
149123,Caterpillar Inc,2,General Motors Corp
260547,Dow Corning Corp,2,General Motors Corp
36177W,GGS Information Services,2,General Motors Corp
79632E,Sampa Kogyo KK,2,General Motors Corp
94848Z,weComm Ltd,2,General Motors Corp
64390Q,Elpida Memory Inc,2,General Motors Corp
90396C,Ukrprominvest,2,General Motors Corp
07717Q,BNBM PLC,2,General Motors Corp
50090Q,Koyo Seiko Co Ltd,2,General Motors Corp
89226C,Toyoda Machine Works Ltd,2,General Motors Corp
461142,InterVoice Inc,2,General Motors Corp
749719,RSA Security Inc,2,General Motors Corp
41174Y,Han Intl Consulting Co Ltd,2,General Motors Corp
717098,PFSweb Inc,2,General Motors Corp
826170,Siebel Sys Inc,2,General Motors Corp
254687,Walt Disney Co,2,General Motors Corp
62461P,Movielink LLC,2,General Motors Corp
72581R,Pivotal Corp,2,General Motors Corp
05577E,BT Group PLC,2,General Motors Corp
Y7680D,Shanghai Automotive Co Ltd,2,General Motors Corp
Y7680D,Shanghai Automotive Co Ltd,1,General Motors Corp
48605E,Karmak Inc,2,General Motors Corp
637640,National Semiconductor Corp,2,General Motors Corp
30148J,Exco Tech Ltd-Eng Div,2,General Motors Corp
456251,Infowave Software Inc,2,General Motors Corp
20430Q,Cofiroute,2,General Motors Corp
64110P,Netegrity Inc,2,General Motors Corp
256131,Dr Pepper/Cadbury North Am Inc,2,General Motors Corp
000375,ABB Ltd,2,General Motors Corp
90397L,UTC Fuel Cells,2,General Motors Corp
82266W,Shell Hydrogen,1,General Motors Corp
20580T,Comverse Inc,2,General Motors Corp
79610J,Samsung Telecommun America LP,2,General Motors Corp
61684V,JP Mobile Inc,2,General Motors Corp
697154,PalmSource Inc,2,General Motors Corp
555904,Macrovision Corp,2,General Motors Corp
05247V,Azienda Multiservizi di Igiene,2,General Motors Corp
87322N,TTP Communications PLC,2,General Motors Corp
05389W,Avnet Hall-Mark,2,General Motors Corp
556162,Mad Catz Interactive Inc,2,General Motors Corp
28606R,Electronics Corp of India Ltd,2,General Motors Corp
50037Z,KTF Co Ltd,2,General Motors Corp
225606,Creo Inc,2,General Motors Corp
078149,Bell Canada,2,General Motors Corp
58540P,Melbourne IT Ltd,2,General Motors Corp
75146V,RackSaver Inc,2,General Motors Corp
736126,Portal Software Inc,2,General Motors Corp
171263,Chubu Electric Power Co Inc,2,General Motors Corp
62909E,NGK Insulators Ltd,2,General Motors Corp
63018W,NTT Facilities Inc,2,General Motors Corp
47141X,Japan Environment Systems Co,2,General Motors Corp
00871H,Aichi Prefecture,2,General Motors Corp
47141Y,Japan Assoc for the 2005 World,2,General Motors Corp
31428X,FEDEX Corp,1,General Motors Corp
87155S,Symyx Technologies Inc,2,General Motors Corp
001941,ATI Technologies Inc,2,General Motors Corp
05455T,GK Avtotor,1,General Motors Corp
98974Y,Zkid Network Inc,2,General Motors Corp
61168P,Monster.com,2,General Motors Corp
97750J,WM-data AB,2,General Motors Corp
93048L,Voice Automation Inc,2,General Motors Corp
02004C,Allstream Inc,2,General Motors Corp
86685F,Sun Microsystems of Canada Inc,2,General Motors Corp
052769,Autodesk Inc,2,General Motors Corp
74387X,Prometric Inc,2,General Motors Corp
10948Z,BrightWork Inc,2,General Motors Corp
92220P,Varian Medical Systems Inc,2,General Motors Corp
75984M,Reliance Infocomm Ltd,2,General Motors Corp
92857W,Vodafone Group PLC,2,General Motors Corp
04523Q,Aspect Communications Corp,2,General Motors Corp
461204,Invensys PLC,2,General Motors Corp
35981J,Fujitsu Siemens Computers,2,General Motors Corp
414549,Harris Interactive Inc,2,General Motors Corp
38259P,Google Inc,2,General Motors Corp
279765,Edgar Online Inc,2,General Motors Corp
89443X,transcosmos inc,2,General Motors Corp
57670Y,MathWorks Inc,2,General Motors Corp
23250Q,Cybernet Systems Co Ltd,2,General Motors Corp
278856,Eclipsys Corp,2,General Motors Corp
59493Z,MSN,2,General Motors Corp
05005R,GuangZhou BaiYun Elec Equip Co,2,General Motors Corp
369604,GE,2,General Motors Corp
25393S,DigitalPersona Inc,2,General Motors Corp
988918,Zi Corp,2,General Motors Corp
280599,Edify Corp,2,General Motors Corp
89233E,Toyota Motor Sales USA Inc,2,General Motors Corp
577767,Maxwell Technologies Inc,2,General Motors Corp
98495P,Xingzhu Software,2,General Motors Corp
