source,target,sourceID,targetID,startDate,ego
334,8,88912X,359590,08/02/06,NYK Line
335,8,35960Y,359590,08/02/06,NYK Line
8,336,359590,00762U,09/15/06,NYK Line
4,337,12416L,89405T,10/23/06,NYK Line
10,8,J59399,359590,02/08/07,NYK Line
338,8,76002J,359590,02/08/07,NYK Line
8,107,359590,606776,02/08/07,NYK Line
8,37,359590,819882,02/08/07,NYK Line
8,339,359590,83594Z,02/08/07,NYK Line
340,6,J44024,606769,03/08/07,NYK Line
6,341,606769,36137F,03/08/07,NYK Line
342,6,36331M,606769,05/08/07,NYK Line
6,343,606769,J44131,05/08/07,NYK Line
344,0,654619,654633,06/12/07,NYK Line
17,8,891493,359590,07/24/07,NYK Line
345,8,J4881U,359590,07/24/07,NYK Line
344,346,654619,06688E,08/06/07,NYK Line
344,347,654619,03937E,08/06/07,NYK Line
8,348,359590,24827W,09/19/07,NYK Line
349,344,693483,654619,10/22/07,NYK Line
350,4,92671X,12416L,11/27/07,NYK Line
8,279,359590,45776A,12/04/07,NYK Line
351,7,28241H,889090,12/11/07,NYK Line
55,344,606827,654619,12/27/07,NYK Line
344,352,654619,865621,12/27/07,NYK Line
6,353,606769,749561,04/14/08,NYK Line
6,354,606769,65536Y,04/22/08,NYK Line
355,8,68287V,359590,05/14/08,NYK Line
17,8,891493,359590,05/21/08,NYK Line
356,8,48190L,359590,06/05/08,NYK Line
199,357,889107,71654V,06/28/08,NYK Line
6,358,606769,29114R,09/09/08,NYK Line
359,6,71690Q,606769,09/19/08,NYK Line
360,6,37676W,606769,09/19/08,NYK Line
91,6,465717,606769,09/19/08,NYK Line
361,6,29566M,606769,09/19/08,NYK Line
6,55,606769,606827,09/19/08,NYK Line
199,55,889107,606827,09/24/08,NYK Line
344,362,654619,499890,10/02/08,NYK Line
10,8,J59399,359590,01/14/09,NYK Line
70,6,606793,606769,02/17/09,NYK Line
363,6,03898E,606769,02/17/09,NYK Line
340,6,J44024,606769,02/17/09,NYK Line
352,344,865621,654619,03/03/09,NYK Line
331,364,98548X,81972C,08/26/09,NYK Line
331,365,98548X,82239P,08/26/09,NYK Line
25,8,013904,359590,09/07/09,NYK Line
366,8,294821,359590,09/07/09,NYK Line
8,45,359590,629050,09/07/09,NYK Line
8,367,359590,65756H,09/07/09,NYK Line
8,10,359590,J59399,09/07/09,NYK Line
201,6,484602,606769,09/28/09,NYK Line
343,6,J44131,606769,09/28/09,NYK Line
6,368,606769,60631X,09/28/09,NYK Line
369,6,38503G,606769,10/12/09,NYK Line
70,6,606793,606769,10/12/09,NYK Line
6,370,606769,75404K,10/12/09,NYK Line
165,6,J3871L,606769,10/27/09,NYK Line
6,371,606769,J75390,10/27/09,NYK Line
6,372,606769,37292P,10/27/09,NYK Line
176,8,17133Q,359590,11/10/09,NYK Line
373,344,Y8547N,654619,01/28/10,NYK Line
374,8,103043,359590,05/18/10,NYK Line
199,202,889107,171263,07/12/10,NYK Line
199,201,889107,484602,07/12/10,NYK Line
199,17,889107,891493,07/12/10,NYK Line
199,46,889107,433578,07/12/10,NYK Line
199,70,889107,606793,07/12/10,NYK Line
375,344,09625O,654619,07/28/10,NYK Line
376,0,60684B,654633,08/13/10,NYK Line
376,91,60684B,465717,08/13/10,NYK Line
0,377,654633,465717,08/13/10,NYK Line
378,376,92689M,60684B,08/13/10,NYK Line
379,0,92689M,654633,08/13/10,NYK Line
379,377,92689M,465717,08/13/10,NYK Line
376,0,60684B,654633,08/13/10,NYK Line
376,377,60684B,465717,08/13/10,NYK Line
0,377,654633,465717,08/13/10,NYK Line
342,6,36331M,606769,08/13/10,NYK Line
380,6,559222,606769,08/13/10,NYK Line
6,381,606769,29258N,09/22/10,NYK Line
382,8,78888Y,359590,12/20/10,NYK Line
383,377,15488M,465717,04/21/11,NYK Line
344,384,654619,98264A,04/22/11,NYK Line
202,6,171263,606769,05/09/11,NYK Line
84,6,88910U,606769,05/09/11,NYK Line
102,6,J62320,606769,05/09/11,NYK Line
385,6,47147Z,606769,05/09/11,NYK Line
386,377,26227W,465717,06/16/11,NYK Line
387,8,79027C,359590,06/16/11,NYK Line
349,6,693483,606769,09/06/11,NYK Line
388,6,J44046,606769,09/06/11,NYK Line
10,8,J59399,359590,09/13/11,NYK Line
389,8,796050,359590,09/13/11,NYK Line
390,8,J6354Y,359590,09/13/11,NYK Line
8,45,359590,629050,09/13/11,NYK Line
377,391,465717,44867Y,10/04/11,NYK Line
377,392,465717,0A9186,10/04/11,NYK Line
377,393,465717,70066Q,10/04/11,NYK Line
344,394,654619,01832V,11/17/11,NYK Line
395,377,69795M,465717,11/22/11,NYK Line
396,377,47643P,465717,11/22/11,NYK Line
377,397,465717,903460,11/22/11,NYK Line
398,6,23380Z,606769,11/29/11,NYK Line
6,399,606769,608753,11/29/11,NYK Line
400,6,87656P,606769,02/08/12,NYK Line
386,377,26227W,465717,02/22/12,NYK Line
401,6,70263W,606769,03/29/12,NYK Line
402,377,13239N,465717,04/09/12,NYK Line
403,377,57593R,465717,04/09/12,NYK Line
8,404,359590,57726N,04/19/12,NYK Line
405,377,71691W,465717,05/18/12,NYK Line
405,377,71691W,465717,05/18/12,NYK Line
377,406,465717,Y7150W,05/18/12,NYK Line
8,10,359590,J59399,07/31/12,NYK Line
8,45,359590,629050,07/31/12,NYK Line
8,407,359590,35960C,07/31/12,NYK Line
344,408,654619,78230P,08/06/12,NYK Line
344,303,654619,59099F,08/06/12,NYK Line
375,344,09625O,654619,08/13/12,NYK Line
409,377,0A1752,465717,11/07/12,NYK Line
410,377,J13398,465717,11/07/12,NYK Line
411,377,J15477,465717,11/15/12,NYK Line
377,412,465717,29187Q,11/20/12,NYK Line
402,377,13239N,465717,12/03/12,NYK Line
413,6,27071L,606769,12/26/12,NYK Line
107,6,606776,606769,12/26/12,NYK Line
6,414,606769,60718J,12/26/12,NYK Line
1,0,345370,984332,01/09/00,Yahoo! Inc
2,0,83488W,984332,01/14/00,Yahoo! Inc
3,0,640933,984332,01/27/00,Yahoo! Inc
4,0,16867R,984332,02/03/00,Yahoo! Inc
5,0,796050,984332,02/22/00,Yahoo! Inc
1,6,345370,68389X,02/23/00,Yahoo! Inc
5,7,796050,885535,02/23/00,Yahoo! Inc
1,8,345370,89627E,02/24/00,Yahoo! Inc
9,1,370442,345370,02/25/00,Yahoo! Inc
1,10,345370,D1668R,02/25/00,Yahoo! Inc
1,11,345370,759673,02/25/00,Yahoo! Inc
1,12,345370,654743,02/25/00,Yahoo! Inc
1,13,345370,200693,02/25/00,Yahoo! Inc
1,6,345370,68389X,02/25/00,Yahoo! Inc
14,0,24270Y,984332,02/25/00,Yahoo! Inc
5,15,796050,64108N,02/28/00,Yahoo! Inc
1,16,345370,578785,02/29/00,Yahoo! Inc
1,17,345370,928856,02/29/00,Yahoo! Inc
5,18,796050,17063K,03/03/00,Yahoo! Inc
1,19,345370,852061,03/15/00,Yahoo! Inc
3,20,640933,02364J,03/22/00,Yahoo! Inc
5,21,796050,934426,03/22/00,Yahoo! Inc
22,5,49972P,796050,03/23/00,Yahoo! Inc
23,0,713448,984332,03/23/00,Yahoo! Inc
24,2,Y49975,83488W,03/24/00,Yahoo! Inc
25,2,42834H,83488W,03/24/00,Yahoo! Inc
2,26,83488W,89627R,03/24/00,Yahoo! Inc
2,27,83488W,63084K,03/24/00,Yahoo! Inc
28,0,82568P,984332,03/28/00,Yahoo! Inc
29,5,37191X,796050,04/04/00,Yahoo! Inc
30,5,68389F,796050,04/13/00,Yahoo! Inc
5,31,796050,891493,04/13/00,Yahoo! Inc
32,1,88906Y,345370,05/18/00,Yahoo! Inc
3,33,640933,45948E,05/22/00,Yahoo! Inc
34,5,594918,796050,06/14/00,Yahoo! Inc
1,35,345370,404429,07/03/00,Yahoo! Inc
1,36,345370,747525,08/01/00,Yahoo! Inc
3,37,640933,03072H,08/02/00,Yahoo! Inc
28,38,82568P,89138Q,08/22/00,Yahoo! Inc
39,5,247025,796050,09/10/00,Yahoo! Inc
5,40,796050,28141K,09/26/00,Yahoo! Inc
41,5,53565Z,796050,09/27/00,Yahoo! Inc
42,5,79576K,796050,09/27/00,Yahoo! Inc
0,43,984332,63613I,10/03/00,Yahoo! Inc
16,1,578785,345370,10/17/00,Yahoo! Inc
44,0,65468K,984332,10/23/00,Yahoo! Inc
45,0,69285X,984332,10/24/00,Yahoo! Inc
45,46,69285X,46271L,10/24/00,Yahoo! Inc
45,47,69285X,25265Q,10/24/00,Yahoo! Inc
0,48,984332,46271L,10/24/00,Yahoo! Inc
0,49,984332,25265Q,10/24/00,Yahoo! Inc
48,49,46271L,25265Q,10/24/00,Yahoo! Inc
50,5,50037Z,796050,11/22/00,Yahoo! Inc
51,5,50318Z,796050,11/22/00,Yahoo! Inc
52,5,98437L,796050,11/22/00,Yahoo! Inc
5,53,796050,45968Q,11/22/00,Yahoo! Inc
54,1,077852,345370,12/07/00,Yahoo! Inc
1,10,345370,D1668R,12/07/00,Yahoo! Inc
1,9,345370,370442,12/07/00,Yahoo! Inc
55,5,16310H,796050,12/11/00,Yahoo! Inc
5,56,796050,31984R,12/11/00,Yahoo! Inc
57,5,67570L,796050,12/19/00,Yahoo! Inc
58,43,26796F,63613I,01/19/01,Yahoo! Inc
0,59,984332,G1150G,02/05/01,Yahoo! Inc
60,0,00184A,984332,02/25/01,Yahoo! Inc
60,61,00184A,835699,02/25/01,Yahoo! Inc
60,62,00184A,59493Z,02/25/01,Yahoo! Inc
60,63,00184A,92851S,02/25/01,Yahoo! Inc
0,64,984332,835699,02/25/01,Yahoo! Inc
0,65,984332,59493Z,02/25/01,Yahoo! Inc
0,66,984332,92851S,02/25/01,Yahoo! Inc
64,65,835699,59493Z,02/25/01,Yahoo! Inc
64,66,835699,92851S,02/25/01,Yahoo! Inc
65,66,59493Z,92851S,02/25/01,Yahoo! Inc
67,5,458140,796050,02/27/01,Yahoo! Inc
64,68,835699,83571N,02/28/01,Yahoo! Inc
64,69,835699,46684N,02/28/01,Yahoo! Inc
64,70,835699,22940X,02/28/01,Yahoo! Inc
0,71,984332,92367P,03/20/01,Yahoo! Inc
60,72,00184A,88633U,03/21/01,Yahoo! Inc
59,73,G1150G,04988P,03/21/01,Yahoo! Inc
74,71,17275R,92367P,03/21/01,Yahoo! Inc
39,5,247025,796050,03/23/01,Yahoo! Inc
60,75,00184A,08589Q,04/02/01,Yahoo! Inc
60,76,00184A,26870L,04/02/01,Yahoo! Inc
60,77,00184A,75605L,04/02/01,Yahoo! Inc
60,78,00184A,38372X,04/05/01,Yahoo! Inc
0,79,984332,74123L,04/05/01,Yahoo! Inc
0,80,984332,803054,04/05/01,Yahoo! Inc
31,59,891493,G1150G,04/10/01,Yahoo! Inc
6,59,68389X,G1150G,04/10/01,Yahoo! Inc
59,81,G1150G,29412P,04/11/01,Yahoo! Inc
59,82,G1150G,05735C,04/11/01,Yahoo! Inc
59,83,G1150G,57665E,04/11/01,Yahoo! Inc
84,1,94768C,345370,04/14/01,Yahoo! Inc
23,0,713448,984332,04/17/01,Yahoo! Inc
59,85,G1150G,545735,04/17/01,Yahoo! Inc
86,80,J59399,803054,04/17/01,Yahoo! Inc
59,87,G1150G,68396W,04/18/01,Yahoo! Inc
59,31,G1150G,891493,04/18/01,Yahoo! Inc
88,5,52886P,796050,04/19/01,Yahoo! Inc
88,5,52886P,796050,04/19/01,Yahoo! Inc
89,64,294821,835699,04/19/01,Yahoo! Inc
64,90,835699,91347P,04/19/01,Yahoo! Inc
66,91,92851S,65248E,04/19/01,Yahoo! Inc
59,92,G1150G,83570C,04/22/01,Yahoo! Inc
93,64,29875U,835699,04/23/01,Yahoo! Inc
94,64,48635A,835699,04/23/01,Yahoo! Inc
64,89,835699,294821,04/24/01,Yahoo! Inc
95,59,064057,G1150G,04/26/01,Yahoo! Inc
96,59,204493,G1150G,04/26/01,Yahoo! Inc
34,59,594918,G1150G,04/26/01,Yahoo! Inc
97,59,007974,G1150G,04/26/01,Yahoo! Inc
59,98,G1150G,26957V,04/27/01,Yahoo! Inc
99,71,750438,92367P,05/01/01,Yahoo! Inc
100,59,91154D,G1150G,05/07/01,Yahoo! Inc
60,101,00184A,204932,05/07/01,Yahoo! Inc
59,102,G1150G,095698,05/09/01,Yahoo! Inc
103,64,00672R,835699,05/15/01,Yahoo! Inc
65,104,59493Z,909279,05/15/01,Yahoo! Inc
105,60,83570P,00184A,05/15/01,Yahoo! Inc
64,31,835699,891493,05/18/01,Yahoo! Inc
106,60,606827,00184A,05/21/01,Yahoo! Inc
60,107,00184A,65416Y,05/21/01,Yahoo! Inc
60,86,00184A,J59399,05/21/01,Yahoo! Inc
60,108,00184A,928615,05/22/01,Yahoo! Inc
60,109,00184A,94769M,05/23/01,Yahoo! Inc
64,60,835699,00184A,05/24/01,Yahoo! Inc
110,66,00714M,92851S,05/27/01,Yahoo! Inc
111,65,92332L,59493Z,05/29/01,Yahoo! Inc
60,112,00184A,52464P,06/04/01,Yahoo! Inc
0,113,984332,619908,06/21/01,Yahoo! Inc
0,114,984332,760975,06/21/01,Yahoo! Inc
113,114,619908,760975,06/21/01,Yahoo! Inc
114,115,760975,17283R,06/21/01,Yahoo! Inc
60,31,00184A,891493,06/24/01,Yahoo! Inc
116,59,045327,G1150G,07/01/01,Yahoo! Inc
117,59,204912,G1150G,07/04/01,Yahoo! Inc
79,34,74123L,594918,07/10/01,Yahoo! Inc
118,60,060505,00184A,07/11/01,Yahoo! Inc
119,1,05332U,345370,07/11/01,Yahoo! Inc
43,120,63613I,12490K,07/11/01,Yahoo! Inc
43,60,63613I,00184A,07/11/01,Yahoo! Inc
43,121,63613I,848934,07/11/01,Yahoo! Inc
120,60,12490K,00184A,07/11/01,Yahoo! Inc
60,121,00184A,848934,07/11/01,Yahoo! Inc
60,122,00184A,500472,07/12/01,Yahoo! Inc
0,123,984332,38023L,07/12/01,Yahoo! Inc
60,5,00184A,796050,07/17/01,Yahoo! Inc
124,65,53220X,59493Z,07/23/01,Yahoo! Inc
79,125,74123L,62473M,07/23/01,Yahoo! Inc
126,60,023135,00184A,07/25/01,Yahoo! Inc
127,60,749121,00184A,07/26/01,Yahoo! Inc
0,128,984332,83569Z,08/01/01,Yahoo! Inc
5,64,796050,835699,08/02/01,Yahoo! Inc
71,89,92367P,294821,08/06/01,Yahoo! Inc
129,44,24902Q,65468K,08/08/01,Yahoo! Inc
130,44,56080W,65468K,08/08/01,Yahoo! Inc
131,60,278642,00184A,08/14/01,Yahoo! Inc
132,60,59178Q,00184A,08/16/01,Yahoo! Inc
133,60,69931T,00184A,08/16/01,Yahoo! Inc
134,60,83569B,00184A,08/16/01,Yahoo! Inc
135,60,91393L,00184A,08/16/01,Yahoo! Inc
136,5,654902,796050,08/17/01,Yahoo! Inc
137,65,60725Z,59493Z,08/23/01,Yahoo! Inc
138,5,59511K,796050,08/28/01,Yahoo! Inc
139,80,59069X,803054,08/28/01,Yahoo! Inc
5,31,796050,891493,08/29/01,Yahoo! Inc
114,140,760975,428236,09/11/01,Yahoo! Inc
80,141,803054,82619M,09/12/01,Yahoo! Inc
142,60,92978W,00184A,09/19/01,Yahoo! Inc
143,5,894065,796050,10/01/01,Yahoo! Inc
144,59,91324P,G1150G,10/02/01,Yahoo! Inc
145,59,58931V,G1150G,10/02/01,Yahoo! Inc
146,64,12416L,835699,10/03/01,Yahoo! Inc
147,64,81602P,835699,10/03/01,Yahoo! Inc
64,148,835699,04967A,10/03/01,Yahoo! Inc
64,149,835699,98917V,10/03/01,Yahoo! Inc
65,150,59493Z,63613H,10/10/01,Yahoo! Inc
5,151,796050,81816X,10/10/01,Yahoo! Inc
152,5,49359Z,796050,10/16/01,Yahoo! Inc
5,153,796050,82337P,10/16/01,Yahoo! Inc
5,154,796050,81922K,10/16/01,Yahoo! Inc
60,155,00184A,11047N,10/18/01,Yahoo! Inc
34,5,594918,796050,10/18/01,Yahoo! Inc
156,113,87254U,619908,10/19/01,Yahoo! Inc
157,114,24483X,760975,10/22/01,Yahoo! Inc
158,64,36866W,835699,10/22/01,Yahoo! Inc
159,59,053499,G1150G,10/23/01,Yahoo! Inc
160,65,55383E,59493Z,10/25/01,Yahoo! Inc
161,59,04365M,G1150G,11/01/01,Yahoo! Inc
162,60,12121P,00184A,11/05/01,Yahoo! Inc
60,163,00184A,40031W,11/05/01,Yahoo! Inc
60,164,00184A,00808V,11/06/01,Yahoo! Inc
165,5,576879,796050,11/10/01,Yahoo! Inc
136,64,654902,835699,11/12/01,Yahoo! Inc
166,64,45662N,835699,11/14/01,Yahoo! Inc
0,167,984332,78387G,11/14/01,Yahoo! Inc
168,60,88633M,00184A,11/15/01,Yahoo! Inc
169,60,80105K,00184A,11/16/01,Yahoo! Inc
170,5,07742E,796050,11/21/01,Yahoo! Inc
5,171,796050,449130,11/21/01,Yahoo! Inc
172,60,61168P,00184A,11/23/01,Yahoo! Inc
5,173,796050,81984H,11/26/01,Yahoo! Inc
174,79,05439K,74123L,11/27/01,Yahoo! Inc
175,79,780008,74123L,12/11/01,Yahoo! Inc
176,60,741503,00184A,12/17/01,Yahoo! Inc
177,71,205862,92367P,12/17/01,Yahoo! Inc
178,80,68272J,803054,01/03/02,Yahoo! Inc
60,179,00184A,025816,01/08/02,Yahoo! Inc
19,5,852061,796050,01/11/02,Yahoo! Inc
180,64,654624,835699,01/16/02,Yahoo! Inc
181,64,35961Q,835699,01/16/02,Yahoo! Inc
182,64,88910A,835699,01/16/02,Yahoo! Inc
183,64,04340A,835699,01/16/02,Yahoo! Inc
184,64,62869P,835699,01/16/02,Yahoo! Inc
185,64,63020F,835699,01/16/02,Yahoo! Inc
146,64,12416L,835699,01/16/02,Yahoo! Inc
186,64,62942Q,835699,01/16/02,Yahoo! Inc
187,64,83096K,835699,01/16/02,Yahoo! Inc
188,64,629050,835699,01/16/02,Yahoo! Inc
189,60,63486H,00184A,01/22/02,Yahoo! Inc
114,190,760975,12328X,01/22/02,Yahoo! Inc
79,191,74123L,87157Z,01/28/02,Yahoo! Inc
79,192,74123L,58572Z,01/28/02,Yahoo! Inc
193,79,05590Z,74123L,01/28/02,Yahoo! Inc
129,64,24902Q,835699,01/30/02,Yahoo! Inc
194,59,359590,G1150G,02/12/02,Yahoo! Inc
5,195,796050,34432Y,02/19/02,Yahoo! Inc
196,59,34682Z,G1150G,03/18/02,Yahoo! Inc
197,59,45353H,G1150G,03/18/02,Yahoo! Inc
198,5,63822D,796050,03/25/02,Yahoo! Inc
199,64,459200,835699,04/02/02,Yahoo! Inc
64,31,835699,891493,04/02/02,Yahoo! Inc
200,5,78440P,796050,04/12/02,Yahoo! Inc
201,5,75978R,796050,04/12/02,Yahoo! Inc
202,5,530129,796050,04/17/02,Yahoo! Inc
203,5,774347,796050,04/19/02,Yahoo! Inc
204,71,16732R,92367P,04/25/02,Yahoo! Inc
5,205,796050,052769,04/29/02,Yahoo! Inc
77,64,75605L,835699,04/30/02,Yahoo! Inc
206,114,073325,760975,05/01/02,Yahoo! Inc
5,31,796050,891493,05/09/02,Yahoo! Inc
207,0,866810,984332,05/14/02,Yahoo! Inc
208,207,749719,866810,05/16/02,Yahoo! Inc
71,200,92367P,78440P,05/21/02,Yahoo! Inc
34,71,594918,92367P,05/23/02,Yahoo! Inc
207,209,866810,867363,05/29/02,Yahoo! Inc
210,114,87969N,760975,05/30/02,Yahoo! Inc
211,0,893953,984332,06/04/02,Yahoo! Inc
207,212,866810,903844,06/04/02,Yahoo! Inc
200,207,78440P,866810,06/19/02,Yahoo! Inc
213,71,87929J,92367P,06/21/02,Yahoo! Inc
214,71,67622M,92367P,07/10/02,Yahoo! Inc
188,64,629050,835699,07/11/02,Yahoo! Inc
215,64,433578,835699,07/11/02,Yahoo! Inc
216,64,606776,835699,07/11/02,Yahoo! Inc
31,64,891493,835699,07/11/02,Yahoo! Inc
194,64,359590,835699,07/11/02,Yahoo! Inc
217,64,57675L,835699,07/11/02,Yahoo! Inc
64,218,835699,819882,07/11/02,Yahoo! Inc
64,219,835699,803038,07/11/02,Yahoo! Inc
64,220,835699,J65328,07/11/02,Yahoo! Inc
64,221,835699,678492,07/11/02,Yahoo! Inc
222,59,268648,G1150G,07/16/02,Yahoo! Inc
223,207,001957,866810,07/17/02,Yahoo! Inc
224,59,11060C,G1150G,07/18/02,Yahoo! Inc
0,225,984332,741503,07/29/02,Yahoo! Inc
80,1,803054,345370,07/31/02,Yahoo! Inc
80,226,803054,149123,07/31/02,Yahoo! Inc
1,226,345370,149123,07/31/02,Yahoo! Inc
227,0,92567E,984332,07/31/02,Yahoo! Inc
71,228,92367P,84909V,08/01/02,Yahoo! Inc
229,5,68400K,796050,08/05/02,Yahoo! Inc
230,1,36177W,345370,08/13/02,Yahoo! Inc
66,231,92851S,81919L,09/02/02,Yahoo! Inc
136,5,654902,796050,09/03/02,Yahoo! Inc
80,140,803054,428236,09/04/02,Yahoo! Inc
232,64,007924,835699,09/06/02,Yahoo! Inc
233,207,83627P,866810,09/10/02,Yahoo! Inc
5,234,796050,81918L,09/17/02,Yahoo! Inc
235,207,293848,866810,09/19/02,Yahoo! Inc
207,236,866810,456788,09/19/02,Yahoo! Inc
207,237,866810,45614H,09/23/02,Yahoo! Inc
5,216,796050,606776,09/26/02,Yahoo! Inc
238,5,263534,796050,10/04/02,Yahoo! Inc
239,207,41174Y,866810,10/09/02,Yahoo! Inc
6,207,68389X,866810,10/09/02,Yahoo! Inc
9,1,370442,345370,10/10/02,Yahoo! Inc
60,240,00184A,82551Y,10/11/02,Yahoo! Inc
241,5,04658T,796050,10/14/02,Yahoo! Inc
242,5,20470V,796050,10/14/02,Yahoo! Inc
243,5,32055P,796050,10/14/02,Yahoo! Inc
244,5,37518K,796050,10/14/02,Yahoo! Inc
245,5,Y36861,796050,10/14/02,Yahoo! Inc
67,5,458140,796050,10/14/02,Yahoo! Inc
246,5,50193T,796050,10/14/02,Yahoo! Inc
247,5,59486N,796050,10/14/02,Yahoo! Inc
248,5,60650H,796050,10/14/02,Yahoo! Inc
249,5,74770K,796050,10/14/02,Yahoo! Inc
250,5,74762X,796050,10/14/02,Yahoo! Inc
5,251,796050,97737Q,10/14/02,Yahoo! Inc
5,252,796050,46142C,10/14/02,Yahoo! Inc
253,114,20856P,760975,10/17/02,Yahoo! Inc
80,254,803054,06118Q,11/06/02,Yahoo! Inc
255,5,82009J,796050,11/08/02,Yahoo! Inc
34,5,594918,796050,11/12/02,Yahoo! Inc
207,256,866810,549463,11/25/02,Yahoo! Inc
71,257,92367P,646465,11/26/02,Yahoo! Inc
258,60,169426,00184A,12/05/02,Yahoo! Inc
66,259,92851S,07760M,12/06/02,Yahoo! Inc
5,260,796050,07766Y,12/13/02,Yahoo! Inc
261,64,80004C,835699,01/01/03,Yahoo! Inc
262,5,69365L,796050,01/02/03,Yahoo! Inc
5,89,796050,294821,01/02/03,Yahoo! Inc
122,5,500472,796050,01/20/03,Yahoo! Inc
5,263,796050,82010M,01/20/03,Yahoo! Inc
207,264,866810,98470P,01/21/03,Yahoo! Inc
265,114,301973,760975,01/21/03,Yahoo! Inc
64,218,835699,819882,01/23/03,Yahoo! Inc
64,266,835699,49178Q,01/23/03,Yahoo! Inc
64,267,835699,723645,01/23/03,Yahoo! Inc
114,268,760975,87102Y,01/27/03,Yahoo! Inc
114,269,760975,85491P,01/28/03,Yahoo! Inc
80,270,803054,83327R,01/31/03,Yahoo! Inc
65,271,59493Z,52602Q,02/03/03,Yahoo! Inc
207,164,866810,00808V,02/06/03,Yahoo! Inc
5,166,796050,45662N,02/17/03,Yahoo! Inc
207,272,866810,86747Z,02/21/03,Yahoo! Inc
241,5,04658T,796050,02/24/03,Yahoo! Inc
5,273,796050,750917,02/24/03,Yahoo! Inc
5,274,796050,82708H,02/24/03,Yahoo! Inc
275,60,835460,00184A,02/26/03,Yahoo! Inc
276,0,90329H,984332,03/03/03,Yahoo! Inc
277,59,000375,G1150G,03/03/03,Yahoo! Inc
59,67,G1150G,458140,03/03/03,Yahoo! Inc
59,34,G1150G,594918,03/03/03,Yahoo! Inc
278,64,95687C,835699,03/04/03,Yahoo! Inc
64,166,835699,45662N,03/04/03,Yahoo! Inc
279,5,85528P,796050,03/17/03,Yahoo! Inc
207,280,866810,45706Z,03/19/03,Yahoo! Inc
225,281,741503,119010,03/24/03,Yahoo! Inc
282,5,N07059,796050,03/27/03,Yahoo! Inc
59,283,G1150G,20474C,04/07/03,Yahoo! Inc
207,284,866810,97729T,04/10/03,Yahoo! Inc
5,219,796050,803038,04/11/03,Yahoo! Inc
285,5,671802,796050,04/11/03,Yahoo! Inc
207,286,866810,871503,04/14/03,Yahoo! Inc
287,5,48188E,796050,04/22/03,Yahoo! Inc
288,60,87149Y,00184A,04/24/03,Yahoo! Inc
289,80,736126,803054,04/29/03,Yahoo! Inc
129,64,24902Q,835699,05/01/03,Yahoo! Inc
64,290,835699,892331,05/01/03,Yahoo! Inc
114,291,760975,61684V,05/06/03,Yahoo! Inc
292,114,697154,760975,05/06/03,Yahoo! Inc
113,293,619908,25195C,05/07/03,Yahoo! Inc
294,113,669956,619908,05/07/03,Yahoo! Inc
60,295,00184A,91188A,05/12/03,Yahoo! Inc
296,5,20030N,796050,05/12/03,Yahoo! Inc
5,297,796050,90403V,05/12/03,Yahoo! Inc
114,298,760975,83173Y,05/20/03,Yahoo! Inc
299,207,756577,866810,05/20/03,Yahoo! Inc
300,64,53634X,835699,05/22/03,Yahoo! Inc
301,59,177376,G1150G,06/02/03,Yahoo! Inc
207,67,866810,458140,06/09/03,Yahoo! Inc
80,302,803054,83197J,06/10/03,Yahoo! Inc
303,207,008190,866810,06/11/03,Yahoo! Inc
304,65,46576F,59493Z,06/12/03,Yahoo! Inc
0,305,984332,05577E,06/16/03,Yahoo! Inc
306,207,88512L,866810,06/17/03,Yahoo! Inc
307,80,00724F,803054,06/17/03,Yahoo! Inc
308,5,27874N,796050,06/23/03,Yahoo! Inc
309,207,64120L,866810,06/24/03,Yahoo! Inc
310,71,98462M,92367P,06/25/03,Yahoo! Inc
311,71,62461V,92367P,06/25/03,Yahoo! Inc
5,273,796050,750917,06/30/03,Yahoo! Inc
218,80,819882,803054,07/03/03,Yahoo! Inc
207,312,866810,94362M,07/09/03,Yahoo! Inc
207,313,866810,10918V,07/09/03,Yahoo! Inc
215,64,433578,835699,07/09/03,Yahoo! Inc
117,64,204912,835699,07/15/03,Yahoo! Inc
314,305,25186X,05577E,07/20/03,Yahoo! Inc
167,315,78387G,278762,07/21/03,Yahoo! Inc
316,207,78548J,866810,08/02/03,Yahoo! Inc
317,60,255875,00184A,08/03/03,Yahoo! Inc
318,65,141684,59493Z,08/05/03,Yahoo! Inc
60,318,00184A,141684,08/05/03,Yahoo! Inc
319,5,16133R,796050,08/07/03,Yahoo! Inc
166,5,45662N,796050,08/07/03,Yahoo! Inc
199,5,459200,796050,08/07/03,Yahoo! Inc
158,5,36866W,796050,08/13/03,Yahoo! Inc
305,320,05577E,077701,08/27/03,Yahoo! Inc
305,122,05577E,500472,08/27/03,Yahoo! Inc
305,321,05577E,87927W,08/27/03,Yahoo! Inc
305,322,05577E,87097P,08/27/03,Yahoo! Inc
323,60,82045Z,00184A,09/01/03,Yahoo! Inc
324,65,46588H,59493Z,09/09/03,Yahoo! Inc
60,325,00184A,76132M,09/09/03,Yahoo! Inc
326,71,98902Y,92367P,09/10/03,Yahoo! Inc
207,303,866810,008190,09/10/03,Yahoo! Inc
75,60,08589Q,00184A,09/22/03,Yahoo! Inc
5,31,796050,891493,09/22/03,Yahoo! Inc
5,64,796050,835699,09/22/03,Yahoo! Inc
327,59,82328J,G1150G,09/24/03,Yahoo! Inc
59,80,G1150G,803054,09/25/03,Yahoo! Inc
328,207,16945R,866810,09/26/03,Yahoo! Inc
